분기,시군구명,서비스업종코드,서비스업종,매출등급,개업수,폐업수,개업률,폐업률,1년생존률,3년생존률,5년생존률,최근10년영업기간,최근30년영업기간
2,강남구,CS100001,한식,4.0,174,160,3.3,3.0,78.8,52.4,35.2,2.7년,4.6년
2,강남구,CS100002,중식,4.0,22,14,4.7,3.0,70.5,52.1,34.8,2.7년,4.7년
2,강남구,CS100003,일식,4.0,29,14,3.0,1.5,85.7,64.9,45.2,2.9년,4.2년
2,강남구,CS100004,기타 외국식,3.0,64,33,4.3,2.2,85.3,51.6,32.1,2.6년,3.7년
2,강남구,CS100005,제과제빵,3.0,23,23,4.4,4.4,84.9,53.8,35.8,3년,4.4년
2,강남구,CS100006,패스트푸드,3.0,16,12,2.6,1.9,79.0,55.3,37.4,2.9년,4.4년
2,강남구,CS100007,치킨,4.0,9,11,2.6,3.2,70.3,53.4,25.4,2.7년,4.7년
2,강남구,CS100008,분식,4.0,95,27,7.4,2.1,59.9,38.2,23.5,2.2년,3.6년
2,강남구,CS100009,주점,4.0,11,27,1.6,4.0,87.3,37.2,20.9,2.7년,4.3년
2,강남구,CS100010,커피,3.0,137,48,5.7,2.0,77.6,52.6,33.0,2.8년,3.7년
2,강동구,CS100001,한식,3.0,61,73,2.6,3.1,72.0,53.2,33.4,2.7년,4.4년
2,강동구,CS100002,중식,3.0,7,9,4.0,5.1,75.6,55.9,38.7,2.5년,4.5년
2,강동구,CS100003,일식,3.0,13,13,5.2,5.2,83.9,54.5,32.1,2.4년,4.1년
2,강동구,CS100004,기타 외국식,3.0,6,6,2.8,2.8,74.5,52.5,40.0,2.5년,3.5년
2,강동구,CS100005,제과제빵,3.0,8,2,3.0,0.8,82.0,41.4,38.3,2.7년,4.3년
2,강동구,CS100006,패스트푸드,3.0,13,8,5.1,3.1,76.3,45.5,36.8,2.7년,4.2년
2,강동구,CS100007,치킨,3.0,14,11,4.6,3.6,77.6,46.7,32.0,2.4년,4.1년
2,강동구,CS100008,분식,3.0,29,18,5.2,3.3,69.6,47.2,29.2,2.5년,3.5년
2,강동구,CS100009,주점,3.0,10,9,2.7,2.4,70.8,28.7,28.2,2.6년,4.2년
2,강동구,CS100010,커피,3.0,58,19,7.6,2.5,81.7,52.3,30.2,2.6년,3.3년
2,강북구,CS100001,한식,3.0,50,51,2.5,2.5,76.7,51.5,34.5,2.6년,4.5년
2,강북구,CS100002,중식,2.0,10,4,8.1,3.3,64.0,62.1,28.6,2.3년,4.2년
2,강북구,CS100003,일식,3.0,7,8,5.5,6.3,78.6,44.1,27.0,2.3년,3.8년
2,강북구,CS100004,기타 외국식,2.0,4,0,3.6,0.0,69.7,71.4,12.5,2.2년,3.3년
2,강북구,CS100005,제과제빵,3.0,9,2,7.5,1.7,91.3,45.0,39.1,2.6년,4.6년
2,강북구,CS100006,패스트푸드,3.0,2,7,1.3,4.6,78.1,57.1,33.3,2.7년,4.4년
2,강북구,CS100007,치킨,3.0,10,12,4.8,5.8,59.5,42.9,31.8,2.4년,4.1년
2,강북구,CS100008,분식,2.0,19,12,5.4,3.4,62.9,42.2,28.4,2.3년,3.6년
2,강북구,CS100009,주점,3.0,11,12,3.5,3.8,71.1,32.8,22.7,2.4년,4년
2,강북구,CS100010,커피,3.0,29,18,6.4,4.0,80.4,47.5,19.1,2.5년,3.2년
2,강서구,CS100001,한식,3.0,116,86,3.7,2.7,77.6,50.0,34.2,2.5년,4.3년
2,강서구,CS100002,중식,3.0,22,11,8.5,4.2,66.7,49.1,32.1,2.4년,4.1년
2,강서구,CS100003,일식,3.0,18,11,4.8,2.9,85.1,49.4,40.7,2.5년,3.7년
2,강서구,CS100004,기타 외국식,3.0,16,7,5.5,2.4,71.8,33.9,33.3,2.3년,3.3년
2,강서구,CS100005,제과제빵,3.0,13,6,4.2,1.9,83.1,42.2,37.1,2.6년,4.2년
2,강서구,CS100006,패스트푸드,3.0,12,6,3.8,1.9,88.0,51.7,31.9,2.5년,4.1년
2,강서구,CS100007,치킨,3.0,14,15,4.2,4.5,65.4,50.8,18.5,2.5년,4.1년
2,강서구,CS100008,분식,3.0,49,20,7.1,2.9,67.1,40.8,33.3,2.3년,3.6년
2,강서구,CS100009,주점,3.0,17,16,3.3,3.1,78.1,42.6,20.5,2.7년,4.3년
2,강서구,CS100010,커피,3.0,86,32,8.3,3.1,77.0,52.5,32.9,2.5년,3년
2,관악구,CS100001,한식,3.0,85,73,3.2,2.7,73.7,56.5,32.8,2.6년,4.5년
2,관악구,CS100002,중식,3.0,9,8,4.0,3.6,75.9,57.1,29.0,2.5년,4.2년
2,관악구,CS100003,일식,3.0,11,8,3.8,2.7,72.2,56.1,35.8,2.4년,3.6년
2,관악구,CS100004,기타 외국식,3.0,8,7,2.8,2.5,71.3,66.7,27.7,2.5년,3.8년
2,관악구,CS100005,제과제빵,3.0,9,9,4.3,4.3,69.7,43.2,35.1,2.6년,4.6년
2,관악구,CS100006,패스트푸드,3.0,9,8,3.5,3.1,72.9,45.8,32.7,2.6년,4.1년
2,관악구,CS100007,치킨,3.0,9,11,3.3,4.0,62.3,26.3,22.0,2.6년,4년
2,관악구,CS100008,분식,3.0,32,19,5.2,3.1,64.8,41.9,23.2,2.3년,3.8년
2,관악구,CS100009,주점,3.0,15,12,3.2,2.6,94.4,37.3,20.5,2.5년,4.2년
2,관악구,CS100010,커피,3.0,56,30,7.4,4.0,79.4,44.8,33.3,2.5년,3.2년
2,광진구,CS100001,한식,3.0,64,68,2.8,3.0,76.3,54.5,36.6,2.8년,4.7년
2,광진구,CS100002,중식,3.0,8,2,3.3,0.8,100.0,60.4,38.0,2.9년,4.2년
2,광진구,CS100003,일식,3.0,15,8,5.8,3.1,70.8,55.4,26.2,2.7년,4.2년
2,광진구,CS100004,기타 외국식,3.0,9,9,3.5,3.5,83.0,65.1,35.7,2.6년,4년
2,광진구,CS100005,제과제빵,3.0,9,5,4.0,2.2,81.8,46.6,25.8,2.7년,4.6년
2,광진구,CS100006,패스트푸드,3.0,7,12,3.2,5.4,78.4,60.0,40.6,2.8년,4.6년
2,광진구,CS100007,치킨,3.0,9,10,3.9,4.3,85.7,52.9,27.3,2.5년,4.3년
2,광진구,CS100008,분식,3.0,37,9,6.8,1.7,64.3,46.4,32.2,2.3년,3.9년
2,광진구,CS100009,주점,3.0,13,16,3.3,4.0,87.5,41.6,21.1,2.8년,4.2년
2,광진구,CS100010,커피,3.0,66,21,8.3,2.6,79.6,50.3,33.3,2.6년,3.5년
2,구로구,CS100001,한식,3.0,64,69,2.8,3.0,82.3,57.2,39.1,2.8년,4.9년
2,구로구,CS100002,중식,2.0,10,8,2.7,2.2,75.0,47.4,28.1,2.5년,3.7년
2,구로구,CS100003,일식,3.0,7,4,3.9,2.2,80.0,64.0,48.6,2.8년,4.7년
2,구로구,CS100004,기타 외국식,3.0,7,1,4.7,0.7,85.7,38.1,39.3,2.6년,3.7년
2,구로구,CS100005,제과제빵,3.0,5,5,3.0,3.0,80.6,37.9,40.7,2.7년,4.6년
2,구로구,CS100006,패스트푸드,3.0,8,5,4.0,2.5,93.8,55.2,30.4,2.8년,4.4년
2,구로구,CS100007,치킨,3.0,14,7,5.0,2.5,80.4,46.2,32.7,2.6년,4.3년
2,구로구,CS100008,분식,3.0,34,13,7.0,2.7,79.5,43.6,24.4,2.4년,3.9년
2,구로구,CS100009,주점,3.0,19,14,4.8,3.6,73.8,24.3,20.3,2.4년,4년
2,구로구,CS100010,커피,3.0,33,18,5.7,3.1,83.1,52.4,35.9,2.6년,3.3년
2,금천구,CS100001,한식,3.0,46,52,2.5,2.8,83.0,57.3,33.4,2.6년,4.7년
2,금천구,CS100002,중식,3.0,12,8,5.8,3.9,79.2,37.7,33.3,2.3년,3.5년
2,금천구,CS100003,일식,3.0,2,3,1.9,2.8,83.3,60.9,33.3,2.7년,4년
2,금천구,CS100004,기타 외국식,2.0,5,3,4.8,2.9,74.1,63.6,28.6,2.6년,3.8년
2,금천구,CS100005,제과제빵,3.0,4,0,3.8,0.0,85.7,51.7,33.3,2.9년,5.1년
2,금천구,CS100006,패스트푸드,3.0,4,2,3.0,1.5,78.8,56.0,60.0,2.7년,4년
2,금천구,CS100007,치킨,3.0,8,12,4.7,7.0,78.8,51.4,17.6,2.7년,4.6년
2,금천구,CS100008,분식,3.0,12,8,3.4,2.3,71.9,55.4,20.8,2.5년,3.7년
2,금천구,CS100009,주점,3.0,13,4,5.4,1.7,72.4,43.1,17.3,2.5년,4년
2,금천구,CS100010,커피,3.0,44,23,8.5,4.4,78.9,42.9,28.1,2.5년,3.2년
2,노원구,CS100001,한식,3.0,46,41,2.2,2.0,79.8,56.8,41.8,2.8년,4.8년
2,노원구,CS100002,중식,3.0,5,7,3.2,4.4,88.9,48.0,34.8,2.8년,4.7년
2,노원구,CS100003,일식,3.0,9,4,4.9,2.2,91.2,41.9,31.9,2.7년,3.8년
2,노원구,CS100004,기타 외국식,3.0,6,4,3.1,2.1,87.8,52.4,27.3,2.7년,4년
2,노원구,CS100005,제과제빵,3.0,6,6,2.6,2.6,87.5,50.0,35.1,2.9년,4.9년
2,노원구,CS100006,패스트푸드,3.0,8,6,3.2,2.4,88.7,39.6,30.2,2.7년,4.7년
2,노원구,CS100007,치킨,3.0,12,9,4.0,3.0,79.3,46.6,20.7,2.5년,4.2년
2,노원구,CS100008,분식,3.0,18,17,3.8,3.6,58.5,52.1,29.1,2.5년,3.9년
2,노원구,CS100009,주점,3.0,9,6,3.6,2.4,76.2,41.9,28.7,2.9년,4.4년
2,노원구,CS100010,커피,3.0,38,16,6.0,2.5,88.3,53.9,33.3,2.8년,3.5년
2,도봉구,CS100001,한식,3.0,41,34,2.7,2.3,79.6,55.3,39.3,2.7년,4.7년
2,도봉구,CS100002,중식,3.0,2,3,2.0,3.1,90.5,70.0,31.8,2.8년,4.7년
2,도봉구,CS100003,일식,2.0,9,6,8.6,5.7,75.0,57.1,37.5,2.5년,3.8년
2,도봉구,CS100004,기타 외국식,2.0,5,1,4.9,1.0,95.0,37.5,23.8,2.7년,4년
2,도봉구,CS100005,제과제빵,3.0,5,2,4.2,1.7,79.2,29.2,18.8,2.4년,4.9년
2,도봉구,CS100006,패스트푸드,3.0,2,6,1.8,5.4,79.2,77.8,43.8,3년,4.5년
2,도봉구,CS100007,치킨,3.0,8,6,3.9,2.9,70.6,46.9,22.0,2.6년,4.1년
2,도봉구,CS100008,분식,3.0,18,10,5.7,3.1,74.6,50.0,27.6,2.4년,3.8년
2,도봉구,CS100009,주점,2.0,5,5,2.4,2.4,84.0,44.4,20.7,2.8년,4.2년
2,도봉구,CS100010,커피,3.0,20,13,5.6,3.6,87.0,41.8,32.9,2.7년,3.5년
2,동대문구,CS100001,한식,3.0,73,56,3.0,2.3,79.4,54.9,35.4,2.8년,4.7년
2,동대문구,CS100002,중식,3.0,14,10,6.5,4.7,75.7,46.9,29.7,2.6년,4.4년
2,동대문구,CS100003,일식,2.0,6,3,3.4,1.7,80.0,36.8,46.2,2.6년,4.1년
2,동대문구,CS100004,기타 외국식,2.0,11,4,5.3,1.9,90.0,56.1,31.6,2.7년,3.9년
2,동대문구,CS100005,제과제빵,3.0,12,4,6.8,2.3,86.1,32.1,39.1,2.5년,5년
2,동대문구,CS100006,패스트푸드,3.0,3,4,1.4,1.8,81.1,55.0,40.0,2.9년,4.4년
2,동대문구,CS100007,치킨,3.0,6,12,2.5,4.9,61.2,34.0,34.0,2.5년,4.2년
2,동대문구,CS100008,분식,3.0,23,12,5.0,2.6,71.9,40.7,21.4,2.6년,4년
2,동대문구,CS100009,주점,3.0,5,5,1.8,1.8,80.0,27.8,17.9,2.6년,4.6년
2,동대문구,CS100010,커피,3.0,48,19,7.4,2.9,82.0,55.4,39.5,2.7년,3.4년
2,동작구,CS100001,한식,3.0,56,53,3.0,2.8,81.6,58.8,42.7,3년,5.3년
2,동작구,CS100002,중식,3.0,5,3,3.0,1.8,71.4,40.0,42.9,3.1년,4.4년
2,동작구,CS100003,일식,3.0,7,6,3.3,2.8,82.4,60.9,29.8,2.9년,5년
2,동작구,CS100004,기타 외국식,3.0,5,0,3.2,0.0,91.2,62.5,27.8,2.8년,3.8년
2,동작구,CS100005,제과제빵,3.0,6,3,3.0,1.5,85.7,55.9,31.9,3.1년,4.9년
2,동작구,CS100006,패스트푸드,3.0,7,4,3.2,1.8,90.9,54.3,30.8,2.8년,4.4년
2,동작구,CS100007,치킨,3.0,11,10,4.7,4.3,65.3,42.0,31.6,2.7년,4.4년
2,동작구,CS100008,분식,3.0,16,10,4.1,2.6,65.0,27.0,23.7,2.5년,3.9년
2,동작구,CS100009,주점,3.0,6,5,2.3,1.9,90.5,43.9,18.2,3년,4.7년
2,동작구,CS100010,커피,3.0,48,22,7.7,3.5,79.0,51.7,34.0,2.6년,3.4년
2,마포구,CS100001,한식,3.0,126,99,3.6,2.8,79.8,56.6,31.2,2.7년,4.6년
2,마포구,CS100002,중식,3.0,17,11,5.3,3.4,72.1,53.4,39.7,2.7년,4.4년
2,마포구,CS100003,일식,3.0,39,19,6.0,2.9,87.6,49.4,37.0,2.7년,3.7년
2,마포구,CS100004,기타 외국식,3.0,35,22,3.7,2.3,88.4,61.2,33.3,2.7년,3.7년
2,마포구,CS100005,제과제빵,3.0,21,22,5.3,5.5,77.6,46.9,23.7,2.8년,4.1년
2,마포구,CS100006,패스트푸드,3.0,11,16,2.8,4.1,85.7,46.3,31.6,2.8년,4.1년
2,마포구,CS100007,치킨,3.0,4,7,1.5,2.7,84.6,42.3,27.1,2.7년,4.4년
2,마포구,CS100008,분식,3.0,75,30,9.3,3.7,62.2,32.9,23.5,2.2년,3.5년
2,마포구,CS100009,주점,3.0,9,27,1.4,4.2,81.9,33.5,23.2,3년,4.5년
2,마포구,CS100010,커피,3.0,145,69,7.8,3.7,81.2,48.1,31.3,2.6년,3.3년
2,서대문구,CS100001,한식,3.0,39,41,2.1,2.2,83.5,54.9,42.1,2.9년,5.2년
2,서대문구,CS100002,중식,3.0,9,4,4.9,2.2,86.2,48.8,37.0,2.8년,4.3년
2,서대문구,CS100003,일식,3.0,9,5,4.5,2.5,74.1,62.5,25.6,2.9년,4.2년
2,서대문구,CS100004,기타 외국식,3.0,7,13,2.7,5.0,71.8,57.6,29.8,2.6년,4.1년
2,서대문구,CS100005,제과제빵,3.0,12,4,6.2,2.1,88.9,48.7,8.3,2.9년,4.7년
2,서대문구,CS100006,패스트푸드,3.0,8,6,3.3,2.5,90.0,57.6,38.9,2.8년,4.7년
2,서대문구,CS100007,치킨,3.0,11,7,5.6,3.5,76.5,35.7,20.7,2.5년,4.6년
2,서대문구,CS100008,분식,3.0,18,8,3.5,1.5,82.2,51.9,34.3,2.5년,4년
2,서대문구,CS100009,주점,3.0,4,8,1.4,2.9,79.2,38.8,21.6,2.9년,4.6년
2,서대문구,CS100010,커피,3.0,39,17,6.2,2.7,83.5,47.2,32.0,2.7년,3.5년
2,서초구,CS100001,한식,4.0,70,88,2.3,2.9,81.4,52.9,34.1,2.9년,4.9년
2,서초구,CS100002,중식,4.0,10,5,3.7,1.9,79.1,50.0,38.2,2.8년,5년
2,서초구,CS100003,일식,3.0,7,8,1.9,2.1,91.3,59.3,31.4,3.1년,4.7년
2,서초구,CS100004,기타 외국식,3.0,15,13,2.7,2.4,85.4,61.0,35.6,3년,3.8년
2,서초구,CS100005,제과제빵,3.0,12,6,3.2,1.6,80.0,70.0,31.5,3.1년,4.8년
2,서초구,CS100006,패스트푸드,3.0,6,7,2.1,2.4,81.4,67.6,34.1,3년,4.5년
2,서초구,CS100007,치킨,4.0,3,5,1.3,2.2,75.0,54.8,23.4,2.8년,4.8년
2,서초구,CS100008,분식,3.0,33,18,4.0,2.2,70.2,51.9,34.2,2.7년,4.1년
2,서초구,CS100009,주점,3.0,6,16,1.7,4.5,85.7,38.4,19.4,2.9년,4.9년
2,서초구,CS100010,커피,3.0,73,34,5.7,2.6,80.8,50.8,31.6,2.8년,3.7년
2,성동구,CS100001,한식,3.0,56,49,2.9,2.6,79.0,51.0,37.1,2.9년,5년
2,성동구,CS100002,중식,3.0,5,3,3.2,1.9,70.8,60.9,28.0,2.8년,4.5년
2,성동구,CS100003,일식,3.0,8,3,4.3,1.6,88.6,46.8,32.5,2.6년,3.9년
2,성동구,CS100004,기타 외국식,3.0,20,8,5.6,2.2,90.5,59.3,33.3,2.3년,3.3년
2,성동구,CS100005,제과제빵,3.0,9,5,4.4,2.5,91.7,54.8,27.5,2.6년,4.1년
2,성동구,CS100006,패스트푸드,3.0,5,6,2.5,3.0,81.3,42.1,37.5,2.7년,3.8년
2,성동구,CS100007,치킨,3.0,6,5,3.2,2.7,83.9,40.5,14.3,2.6년,4.6년
2,성동구,CS100008,분식,3.0,27,17,6.9,4.3,71.0,41.3,20.2,2.4년,4년
2,성동구,CS100009,주점,3.0,9,6,4.2,2.8,82.1,37.9,35.9,2.8년,4.5년
2,성동구,CS100010,커피,3.0,52,19,6.5,2.4,82.6,50.0,37.0,2.7년,3.3년
2,성북구,CS100001,한식,3.0,58,42,2.8,2.0,85.8,60.3,39.8,2.9년,4.9년
2,성북구,CS100002,중식,3.0,11,5,6.3,2.9,90.9,56.1,30.4,2.9년,5.1년
2,성북구,CS100003,일식,2.0,8,2,4.5,1.1,80.0,53.7,35.7,2.6년,4년
2,성북구,CS100004,기타 외국식,2.0,4,6,1.6,2.4,83.9,66.7,47.8,2.7년,3.9년
2,성북구,CS100005,제과제빵,3.0,11,3,5.1,1.4,85.7,62.2,20.5,2.9년,5.1년
2,성북구,CS100006,패스트푸드,3.0,4,8,1.7,3.4,82.1,62.5,39.3,3년,4.7년
2,성북구,CS100007,치킨,3.0,4,10,1.7,4.3,71.4,36.0,26.5,2.6년,4.5년
2,성북구,CS100008,분식,3.0,22,12,4.1,2.3,71.3,48.9,30.0,2.7년,3.9년
2,성북구,CS100009,주점,3.0,6,10,2.2,3.7,79.4,47.5,14.4,2.9년,4.4년
2,성북구,CS100010,커피,3.0,52,13,7.3,1.8,89.3,60.0,32.8,2.7년,3.4년
2,송파구,CS100001,한식,3.0,128,89,3.4,2.4,78.3,54.8,36.5,2.7년,4.6년
2,송파구,CS100002,중식,3.0,15,15,5.4,5.4,73.8,38.9,43.1,2.6년,4.2년
2,송파구,CS100003,일식,3.0,18,16,3.4,3.0,82.8,52.3,45.7,2.8년,4.5년
2,송파구,CS100004,기타 외국식,3.0,28,23,5.3,4.4,85.3,59.0,38.4,2.6년,3.7년
2,송파구,CS100005,제과제빵,3.0,16,9,4.2,2.3,84.7,51.3,28.7,2.7년,4.5년
2,송파구,CS100006,패스트푸드,3.0,18,15,4.1,3.4,86.7,60.6,33.8,2.6년,4.1년
2,송파구,CS100007,치킨,3.0,8,12,2.2,3.3,79.1,46.1,30.9,2.5년,4.4년
2,송파구,CS100008,분식,3.0,50,29,5.9,3.4,64.0,48.7,27.3,2.3년,3.6년
2,송파구,CS100009,주점,3.0,15,17,3.4,3.8,67.2,47.7,20.4,2.7년,4.4년
2,송파구,CS100010,커피,3.0,104,43,7.8,3.2,75.3,47.7,31.3,2.6년,3.3년
2,양천구,CS100001,한식,3.0,54,64,3.0,3.6,81.5,49.2,33.9,2.7년,4.5년
2,양천구,CS100002,중식,3.0,8,6,5.9,4.4,73.7,54.5,45.0,2.6년,4.7년
2,양천구,CS100003,일식,2.0,11,4,6.3,2.3,76.5,56.3,42.9,2.5년,4년
2,양천구,CS100004,기타 외국식,3.0,6,6,3.7,3.7,86.4,41.2,23.1,2.3년,3.9년
2,양천구,CS100005,제과제빵,3.0,12,11,5.7,5.2,81.8,44.7,33.3,2.8년,4.7년
2,양천구,CS100006,패스트푸드,3.0,5,8,2.5,4.1,79.2,42.4,19.4,2.5년,4.2년
2,양천구,CS100007,치킨,3.0,10,12,4.3,5.2,63.0,36.5,31.8,2.3년,4.3년
2,양천구,CS100008,분식,3.0,31,21,7.1,4.8,64.9,40.5,23.2,2.4년,3.8년
2,양천구,CS100009,주점,3.0,13,14,4.1,4.4,79.1,36.8,17.9,2.7년,4.1년
2,양천구,CS100010,커피,3.0,40,19,7.2,3.4,87.8,48.2,32.7,2.6년,3.3년
2,영등포구,CS100001,한식,3.0,75,76,2.2,2.2,85.4,56.2,38.1,2.8년,4.9년
2,영등포구,CS100002,중식,2.0,28,17,4.6,2.8,79.3,49.2,27.6,2.6년,3.6년
2,영등포구,CS100003,일식,3.0,12,4,3.4,1.1,87.0,42.9,48.9,2.8년,4.6년
2,영등포구,CS100004,기타 외국식,3.0,10,6,2.9,1.7,86.1,60.0,41.8,2.7년,3.8년
2,영등포구,CS100005,제과제빵,3.0,5,7,2.0,2.7,82.2,60.5,37.0,3년,4.5년
2,영등포구,CS100006,패스트푸드,3.0,9,5,3.3,1.8,82.5,57.1,35.4,3년,4.5년
2,영등포구,CS100007,치킨,3.0,4,8,1.5,3.0,69.3,41.7,26.7,2.6년,4.7년
2,영등포구,CS100008,분식,3.0,37,13,5.0,1.7,68.4,51.0,29.9,2.5년,3.8년
2,영등포구,CS100009,주점,3.0,18,17,3.3,3.2,67.1,44.2,24.2,2.6년,4.3년
2,영등포구,CS100010,커피,3.0,65,32,5.7,2.8,80.0,54.9,39.8,2.8년,3.7년
2,용산구,CS100001,한식,3.0,51,35,2.8,1.9,84.7,59.9,39.1,3.1년,5.2년
2,용산구,CS100002,중식,4.0,6,7,3.5,4.1,87.5,58.6,39.1,3.1년,5.6년
2,용산구,CS100003,일식,3.0,7,9,2.7,3.5,85.0,63.5,21.7,2.9년,4.3년
2,용산구,CS100004,기타 외국식,3.0,39,20,4.8,2.5,90.8,63.8,42.8,2.9년,4년
2,용산구,CS100005,제과제빵,3.0,7,4,2.9,1.7,92.1,53.8,27.0,3년,4.7년
2,용산구,CS100006,패스트푸드,3.0,4,3,1.8,1.3,86.8,64.7,42.5,3.1년,4.6년
2,용산구,CS100007,치킨,3.0,5,5,3.7,3.7,96.2,43.5,20.0,2.7년,5년
2,용산구,CS100008,분식,3.0,30,15,5.5,2.7,76.6,39.1,33.0,2.4년,4년
2,용산구,CS100009,주점,3.0,3,15,1.0,4.9,84.2,40.7,26.6,3년,4.8년
2,용산구,CS100010,커피,3.0,59,15,7.1,1.8,84.8,56.8,35.0,2.8년,3.5년
2,은평구,CS100001,한식,3.0,67,65,3.1,3.0,81.5,54.7,36.1,2.6년,4.6년
2,은평구,CS100002,중식,3.0,6,7,3.7,4.3,79.1,30.4,36.7,2.5년,4.5년
2,은평구,CS100003,일식,2.0,15,11,7.8,5.7,82.5,54.5,26.2,2.4년,3.7년
2,은평구,CS100004,기타 외국식,2.0,4,2,2.4,1.2,81.8,54.5,44.4,2.3년,3.4년
2,은평구,CS100005,제과제빵,3.0,6,4,2.8,1.9,92.1,43.9,44.4,2.8년,4.6년
2,은평구,CS100006,패스트푸드,3.0,8,8,3.7,3.7,78.0,51.7,35.7,2.6년,4.3년
2,은평구,CS100007,치킨,3.0,9,13,3.4,4.9,68.8,24.3,30.6,2.3년,4.1년
2,은평구,CS100008,분식,3.0,25,13,4.7,2.4,71.0,37.9,29.3,2.4년,3.7년
2,은평구,CS100009,주점,3.0,8,8,2.3,2.3,82.9,37.6,17.8,2.6년,4.4년
2,은평구,CS100010,커피,3.0,41,22,6.3,3.4,80.5,48.0,33.1,2.5년,3.2년
2,종로구,CS100001,한식,3.0,62,42,2.1,1.4,88.4,63.2,42.9,3.1년,5.6년
2,종로구,CS100002,중식,3.0,10,3,4.7,1.4,96.6,42.9,35.0,2.8년,5.2년
2,종로구,CS100003,일식,3.0,15,6,4.9,2.0,88.9,54.2,43.4,3년,4.8년
2,종로구,CS100004,기타 외국식,3.0,6,9,1.1,1.7,88.9,55.2,36.6,3.1년,4.6년
2,종로구,CS100005,제과제빵,3.0,5,3,2.0,1.2,89.2,64.3,29.3,3년,4.7년
2,종로구,CS100006,패스트푸드,3.0,3,5,1.1,1.9,83.3,63.0,55.8,3.4년,4.9년
2,종로구,CS100007,치킨,3.0,5,4,3.8,3.0,85.0,54.2,25.0,2.7년,5.5년
2,종로구,CS100008,분식,3.0,30,17,4.2,2.4,77.5,51.5,23.0,2.6년,4.5년
2,종로구,CS100009,주점,3.0,5,9,1.2,2.2,88.0,46.4,28.0,3.3년,5.2년
2,종로구,CS100010,커피,3.0,58,25,4.8,2.1,79.1,60.2,36.6,3년,4.2년
2,중구,CS100001,한식,3.0,60,46,2.2,1.7,90.2,62.0,39.9,3.1년,5.8년
2,중구,CS100002,중식,3.0,10,7,3.7,2.6,87.9,63.0,47.5,3.2년,5.1년
2,중구,CS100003,일식,3.0,10,13,3.5,4.5,91.8,54.5,35.0,2.9년,5년
2,중구,CS100004,기타 외국식,3.0,8,11,1.9,2.6,83.6,63.5,37.5,3년,4.6년
2,중구,CS100005,제과제빵,3.0,5,9,2.1,3.7,86.2,55.6,32.5,3.1년,5.1년
2,중구,CS100006,패스트푸드,3.0,3,3,1.3,1.3,87.5,47.5,42.4,3.2년,4.7년
2,중구,CS100007,치킨,3.0,1,6,0.7,4.3,83.3,43.8,26.7,3년,5.8년
2,중구,CS100008,분식,3.0,16,12,2.1,1.6,68.7,45.3,31.5,2.6년,4.4년
2,중구,CS100009,주점,3.0,3,5,1.0,1.7,87.2,52.1,28.3,3년,5.1년
2,중구,CS100010,커피,3.0,55,21,5.0,1.9,84.7,49.5,42.9,2.8년,4.1년
2,중랑구,CS100001,한식,3.0,66,60,2.9,2.7,78.7,51.9,32.4,2.7년,4.5년
2,중랑구,CS100002,중식,2.0,10,4,8.7,3.5,63.2,38.1,28.0,2.3년,4년
2,중랑구,CS100003,일식,2.0,4,2,2.8,1.4,87.5,65.4,64.3,2.7년,3.8년
2,중랑구,CS100004,기타 외국식,2.0,3,6,2.4,4.8,90.3,55.0,41.7,2.5년,3.6년
2,중랑구,CS100005,제과제빵,3.0,6,7,4.2,4.9,77.4,42.9,23.1,2.4년,4.4년
2,중랑구,CS100006,패스트푸드,3.0,3,4,1.8,2.4,76.9,59.4,41.9,2.6년,4.1년
2,중랑구,CS100007,치킨,3.0,10,5,4.0,2.0,80.3,37.1,21.7,2.2년,3.9년
2,중랑구,CS100008,분식,2.0,24,11,6.0,2.7,71.6,40.5,21.3,2.4년,3.8년
2,중랑구,CS100009,주점,3.0,20,12,5.7,3.4,64.4,35.3,16.2,2.4년,4년
2,중랑구,CS100010,커피,3.0,38,20,7.8,4.1,75.8,53.0,27.9,2.5년,3.1년
