분기,시군구명,서비스업종코드,서비스업종,매출등급,개업수,폐업수,개업률,폐업률,1년생존률,3년생존률,5년생존률,최근10년영업기간,최근30년영업기간
3,강남구,CS100001,한식,4.0,140,247,2.7,4.8,73.8,53.2,34.3,2.7년,4.7년
3,강남구,CS100002,중식,4.0,26,20,5.4,4.2,68.7,48.0,34.8,2.7년,4.7년
3,강남구,CS100003,일식,4.0,32,30,3.3,3.1,82.2,65.3,42.7,2.9년,4.2년
3,강남구,CS100004,기타 외국식,3.0,65,61,4.4,4.1,79.2,49.4,37.4,2.6년,3.7년
3,강남구,CS100005,제과제빵,3.0,23,13,4.3,2.4,88.4,50.6,36.4,3년,4.4년
3,강남구,CS100006,패스트푸드,3.0,14,25,2.3,4.1,78.6,50.5,38.0,2.9년,4.4년
3,강남구,CS100007,치킨,4.0,22,19,6.3,5.4,59.3,54.5,25.8,2.7년,4.6년
3,강남구,CS100008,분식,4.0,67,58,5.2,4.5,60.1,42.0,25.4,2.2년,3.6년
3,강남구,CS100009,주점,4.0,12,37,1.9,5.7,80.4,36.5,18.3,2.7년,4.3년
3,강남구,CS100010,커피,3.0,118,115,4.9,4.8,78.5,51.1,32.5,2.7년,3.7년
3,강동구,CS100001,한식,3.0,69,144,3.0,6.4,68.0,52.4,34.3,2.7년,4.5년
3,강동구,CS100002,중식,3.0,11,11,6.3,6.3,75.0,48.5,26.1,2.5년,4.4년
3,강동구,CS100003,일식,3.0,8,16,3.3,6.6,77.2,59.6,37.7,2.4년,4.1년
3,강동구,CS100004,기타 외국식,3.0,7,7,3.3,3.3,75.0,44.2,45.2,2.5년,3.5년
3,강동구,CS100005,제과제빵,3.0,6,13,2.3,5.1,82.0,29.2,38.8,2.7년,4.3년
3,강동구,CS100006,패스트푸드,3.0,10,14,4.0,5.6,74.3,36.4,29.0,2.7년,4.2년
3,강동구,CS100007,치킨,3.0,12,27,4.1,9.3,65.8,39.7,30.0,2.4년,4.2년
3,강동구,CS100008,분식,3.0,33,25,5.9,4.5,67.7,54.7,30.8,2.4년,3.5년
3,강동구,CS100009,주점,3.0,16,21,4.4,5.8,62.5,31.1,19.9,2.6년,4.2년
3,강동구,CS100010,커피,3.0,58,40,7.4,5.1,83.8,54.5,28.2,2.6년,3.3년
3,강북구,CS100001,한식,3.0,52,96,2.7,4.9,75.2,50.1,35.3,2.6년,4.5년
3,강북구,CS100002,중식,2.0,7,6,5.6,4.8,60.9,64.3,25.9,2.3년,4.2년
3,강북구,CS100003,일식,3.0,6,8,4.8,6.4,71.4,44.4,35.9,2.4년,3.8년
3,강북구,CS100004,기타 외국식,2.0,4,7,3.7,6.5,70.3,69.2,25.0,2.3년,3.3년
3,강북구,CS100005,제과제빵,3.0,2,3,1.7,2.5,94.7,45.5,26.1,2.7년,4.6년
3,강북구,CS100006,패스트푸드,3.0,9,11,6.0,7.3,75.6,58.3,45.5,2.7년,4.3년
3,강북구,CS100007,치킨,3.0,9,8,4.3,3.8,63.2,42.3,34.1,2.4년,4.2년
3,강북구,CS100008,분식,2.0,20,19,5.7,5.4,66.2,36.9,30.2,2.4년,3.6년
3,강북구,CS100009,주점,3.0,11,17,3.5,5.5,70.6,32.4,18.1,2.4년,4년
3,강북구,CS100010,커피,3.0,35,18,7.4,3.8,83.8,50.0,22.2,2.5년,3.1년
3,강서구,CS100001,한식,3.0,114,173,3.7,5.6,74.2,48.1,33.3,2.6년,4.3년
3,강서구,CS100002,중식,3.0,19,25,7.5,9.9,64.5,49.1,37.7,2.4년,4.1년
3,강서구,CS100003,일식,3.0,20,22,5.4,5.9,84.4,54.3,43.3,2.5년,3.7년
3,강서구,CS100004,기타 외국식,3.0,18,15,6.1,5.1,71.3,46.7,38.7,2.4년,3.3년
3,강서구,CS100005,제과제빵,3.0,7,15,2.3,5.0,77.6,52.4,32.8,2.7년,4.2년
3,강서구,CS100006,패스트푸드,3.0,10,20,3.2,6.5,81.1,44.4,38.3,2.6년,4.1년
3,강서구,CS100007,치킨,3.0,18,23,5.4,6.9,60.5,45.5,19.4,2.5년,4.1년
3,강서구,CS100008,분식,3.0,54,43,7.7,6.1,67.7,35.4,35.0,2.3년,3.5년
3,강서구,CS100009,주점,3.0,14,33,2.8,6.7,80.7,38.5,20.3,2.7년,4.4년
3,강서구,CS100010,커피,3.0,66,70,6.4,6.7,76.4,50.7,32.0,2.5년,3년
3,관악구,CS100001,한식,3.0,79,164,3.1,6.3,69.7,51.0,31.3,2.6년,4.5년
3,관악구,CS100002,중식,3.0,11,15,5.0,6.8,62.7,58.5,30.5,2.6년,4.2년
3,관악구,CS100003,일식,3.0,17,18,5.9,6.2,70.6,56.9,37.7,2.4년,3.6년
3,관악구,CS100004,기타 외국식,3.0,13,15,4.6,5.3,70.1,59.6,36.0,2.5년,3.9년
3,관악구,CS100005,제과제빵,3.0,7,7,3.3,3.3,72.7,56.8,28.6,2.6년,4.6년
3,관악구,CS100006,패스트푸드,3.0,10,12,3.9,4.7,72.2,56.5,26.0,2.6년,4.1년
3,관악구,CS100007,치킨,3.0,10,29,3.9,11.4,63.3,21.7,19.7,2.6년,4년
3,관악구,CS100008,분식,3.0,29,28,4.7,4.6,65.8,42.2,23.5,2.3년,3.8년
3,관악구,CS100009,주점,3.0,8,29,1.8,6.5,83.7,36.2,16.9,2.6년,4.2년
3,관악구,CS100010,커피,3.0,48,38,6.3,4.9,79.6,49.7,30.9,2.5년,3.2년
3,광진구,CS100001,한식,3.0,67,106,3.0,4.8,76.5,53.9,33.0,2.8년,4.7년
3,광진구,CS100002,중식,3.0,13,8,5.3,3.3,96.6,48.0,41.8,2.9년,4.2년
3,광진구,CS100003,일식,3.0,9,11,3.5,4.3,72.7,59.3,36.4,2.8년,4.3년
3,광진구,CS100004,기타 외국식,3.0,11,11,4.3,4.3,84.3,54.0,30.6,2.6년,4년
3,광진구,CS100005,제과제빵,3.0,10,10,4.4,4.4,75.0,50.0,37.0,2.7년,4.6년
3,광진구,CS100006,패스트푸드,3.0,7,10,3.2,4.6,73.5,64.3,36.8,2.8년,4.6년
3,광진구,CS100007,치킨,3.0,2,15,0.9,6.9,80.0,48.3,35.9,2.6년,4.4년
3,광진구,CS100008,분식,3.0,20,20,3.7,3.7,63.7,51.1,30.4,2.3년,3.9년
3,광진구,CS100009,주점,3.0,8,21,2.1,5.5,79.5,40.2,20.1,2.8년,4.2년
3,광진구,CS100010,커피,3.0,63,43,7.7,5.3,76.4,56.5,32.6,2.6년,3.4년
3,구로구,CS100001,한식,3.0,60,131,2.7,5.9,78.0,50.6,37.9,2.8년,4.9년
3,구로구,CS100002,중식,2.0,17,12,4.5,3.2,82.0,52.0,24.3,2.5년,3.7년
3,구로구,CS100003,일식,3.0,2,9,1.2,5.2,76.9,75.0,52.9,2.8년,4.7년
3,구로구,CS100004,기타 외국식,3.0,5,7,3.4,4.7,79.2,41.4,48.6,2.7년,3.7년
3,구로구,CS100005,제과제빵,3.0,5,6,3.0,3.6,80.0,30.3,45.2,2.8년,4.6년
3,구로구,CS100006,패스트푸드,3.0,10,9,4.9,4.4,94.3,51.7,37.9,2.8년,4.4년
3,구로구,CS100007,치킨,3.0,3,17,1.1,6.3,81.5,42.4,32.7,2.6년,4.3년
3,구로구,CS100008,분식,3.0,17,32,3.6,6.8,72.3,43.2,28.0,2.5년,3.9년
3,구로구,CS100009,주점,3.0,18,17,4.6,4.3,76.8,35.8,21.3,2.4년,4년
3,구로구,CS100010,커피,3.0,33,18,5.5,3.0,82.7,58.0,36.0,2.6년,3.4년
3,금천구,CS100001,한식,3.0,42,77,2.3,4.3,80.8,56.1,31.9,2.7년,4.7년
3,금천구,CS100002,중식,2.0,17,11,8.0,5.2,74.5,39.2,36.7,2.3년,3.5년
3,금천구,CS100003,일식,3.0,9,3,7.9,2.6,82.1,70.0,35.3,2.6년,3.9년
3,금천구,CS100004,기타 외국식,2.0,9,4,8.3,3.7,72.4,45.5,27.3,2.5년,3.7년
3,금천구,CS100005,제과제빵,3.0,7,7,6.6,6.6,61.5,57.7,41.7,2.8년,5.1년
3,금천구,CS100006,패스트푸드,3.0,9,8,6.6,5.9,73.1,62.1,47.1,2.6년,4년
3,금천구,CS100007,치킨,3.0,11,13,6.5,7.6,73.5,52.6,24.0,2.6년,4.6년
3,금천구,CS100008,분식,3.0,19,13,5.4,3.7,65.4,59.3,25.0,2.5년,3.7년
3,금천구,CS100009,주점,3.0,12,16,5.0,6.7,62.5,44.0,18.6,2.6년,4년
3,금천구,CS100010,커피,3.0,41,21,7.6,3.9,81.8,48.1,29.9,2.5년,3.2년
3,노원구,CS100001,한식,3.0,43,110,2.2,5.5,71.7,55.9,42.4,2.9년,4.8년
3,노원구,CS100002,중식,3.0,6,8,3.8,5.1,76.7,45.5,36.4,2.8년,4.7년
3,노원구,CS100003,일식,3.0,7,8,3.8,4.3,85.7,41.0,28.9,2.6년,3.8년
3,노원구,CS100004,기타 외국식,3.0,6,7,3.2,3.7,85.1,62.5,45.5,2.7년,4년
3,노원구,CS100005,제과제빵,3.0,6,8,2.6,3.4,81.3,42.5,35.0,2.9년,4.9년
3,노원구,CS100006,패스트푸드,3.0,7,10,2.8,4.0,82.5,39.5,31.9,2.8년,4.7년
3,노원구,CS100007,치킨,3.0,13,24,4.5,8.4,66.7,47.4,22.0,2.5년,4.2년
3,노원구,CS100008,분식,3.0,21,14,4.4,2.9,57.6,52.7,30.2,2.5년,4년
3,노원구,CS100009,주점,3.0,11,17,4.6,7.1,79.2,50.0,18.2,2.9년,4.4년
3,노원구,CS100010,커피,3.0,49,31,7.6,4.8,84.9,53.0,29.5,2.7년,3.4년
3,도봉구,CS100001,한식,3.0,30,64,2.1,4.4,75.7,53.7,35.9,2.8년,4.8년
3,도봉구,CS100002,중식,3.0,4,9,4.3,9.7,81.0,60.0,37.5,2.8년,4.8년
3,도봉구,CS100003,일식,2.0,0,6,0.0,6.1,73.5,55.6,13.3,2.5년,3.8년
3,도봉구,CS100004,기타 외국식,2.0,3,7,3.1,7.1,86.7,50.0,18.2,2.8년,4.1년
3,도봉구,CS100005,제과제빵,3.0,8,4,6.5,3.3,88.5,29.2,10.0,2.4년,4.9년
3,도봉구,CS100006,패스트푸드,3.0,3,5,2.7,4.5,81.0,68.8,53.3,3년,4.5년
3,도봉구,CS100007,치킨,3.0,7,14,3.5,7.1,68.9,44.4,22.9,2.6년,4.1년
3,도봉구,CS100008,분식,3.0,17,22,5.4,7.0,74.6,46.9,23.9,2.3년,3.8년
3,도봉구,CS100009,주점,2.0,7,5,3.3,2.4,81.5,47.7,23.8,2.8년,4.2년
3,도봉구,CS100010,커피,3.0,31,25,8.5,6.9,77.2,45.1,27.3,2.7년,3.4년
3,동대문구,CS100001,한식,3.0,64,121,2.7,5.0,76.1,54.7,34.5,2.8년,4.8년
3,동대문구,CS100002,중식,3.0,11,18,5.3,8.7,77.3,47.5,36.1,2.5년,4.4년
3,동대문구,CS100003,일식,2.0,14,10,7.7,5.5,84.2,41.9,25.0,2.6년,4.1년
3,동대문구,CS100004,기타 외국식,2.0,4,10,2.0,4.9,85.0,61.5,28.9,2.8년,3.9년
3,동대문구,CS100005,제과제빵,3.0,7,6,4.0,3.4,77.1,40.7,41.7,2.5년,5년
3,동대문구,CS100006,패스트푸드,3.0,4,7,1.8,3.2,79.1,62.5,39.5,2.9년,4.4년
3,동대문구,CS100007,치킨,3.0,10,15,4.2,6.3,61.8,28.8,41.5,2.5년,4.2년
3,동대문구,CS100008,분식,3.0,19,15,4.1,3.3,67.2,41.8,21.5,2.6년,4년
3,동대문구,CS100009,주점,3.0,7,9,2.5,3.2,84.0,32.4,18.1,2.6년,4.6년
3,동대문구,CS100010,커피,3.0,40,36,6.1,5.5,80.0,56.3,41.9,2.7년,3.4년
3,동작구,CS100001,한식,3.0,37,82,2.0,4.5,77.5,61.3,39.7,3년,5.3년
3,동작구,CS100002,중식,3.0,6,7,3.6,4.2,73.9,50.0,45.5,3.1년,4.4년
3,동작구,CS100003,일식,3.0,7,8,3.3,3.7,80.6,63.6,29.2,2.9년,5.1년
3,동작구,CS100004,기타 외국식,3.0,7,10,4.5,6.5,85.7,59.3,25.7,2.8년,3.8년
3,동작구,CS100005,제과제빵,3.0,10,9,5.0,4.5,83.3,57.6,31.7,3년,4.9년
3,동작구,CS100006,패스트푸드,3.0,5,2,2.2,0.9,93.5,55.8,33.3,2.8년,4.5년
3,동작구,CS100007,치킨,3.0,5,11,2.2,4.9,66.7,38.6,34.0,2.8년,4.5년
3,동작구,CS100008,분식,3.0,25,18,6.3,4.5,75.9,38.0,27.7,2.5년,3.9년
3,동작구,CS100009,주점,3.0,4,17,1.6,6.9,100.0,41.2,16.0,3년,4.7년
3,동작구,CS100010,커피,3.0,35,31,5.6,5.0,76.9,50.0,35.3,2.6년,3.4년
3,마포구,CS100001,한식,3.0,98,180,2.9,5.3,77.8,54.7,31.1,2.8년,4.6년
3,마포구,CS100002,중식,3.0,17,18,5.3,5.6,71.4,53.3,43.1,2.7년,4.3년
3,마포구,CS100003,일식,3.0,46,32,6.9,4.8,82.5,49.7,35.3,2.7년,3.7년
3,마포구,CS100004,기타 외국식,3.0,37,46,3.9,4.9,84.7,57.0,31.0,2.8년,3.7년
3,마포구,CS100005,제과제빵,3.0,22,17,5.4,4.2,75.7,47.1,23.7,2.8년,4.1년
3,마포구,CS100006,패스트푸드,3.0,14,22,3.7,5.7,79.8,50.0,32.9,2.7년,4.1년
3,마포구,CS100007,치킨,3.0,3,12,1.2,4.8,82.6,41.7,33.3,2.7년,4.5년
3,마포구,CS100008,분식,3.0,64,33,7.6,3.9,60.5,36.2,26.0,2.2년,3.5년
3,마포구,CS100009,주점,3.0,7,34,1.1,5.5,81.3,38.2,23.1,3년,4.5년
3,마포구,CS100010,커피,3.0,143,73,7.4,3.8,78.5,47.5,31.5,2.5년,3.3년
3,서대문구,CS100001,한식,3.0,52,97,2.9,5.4,81.3,50.7,43.4,3년,5.2년
3,서대문구,CS100002,중식,3.0,10,7,5.4,3.8,84.4,45.1,40.9,2.8년,4.3년
3,서대문구,CS100003,일식,3.0,7,12,3.6,6.1,72.2,64.1,36.2,3년,4.3년
3,서대문구,CS100004,기타 외국식,3.0,7,8,2.7,3.1,84.4,51.9,30.9,2.7년,4.1년
3,서대문구,CS100005,제과제빵,3.0,12,7,6.0,3.5,87.9,52.3,16.0,2.8년,4.6년
3,서대문구,CS100006,패스트푸드,3.0,6,18,2.6,7.8,78.0,67.9,40.6,2.9년,4.7년
3,서대문구,CS100007,치킨,3.0,6,16,3.2,8.5,77.8,43.2,20.0,2.5년,4.6년
3,서대문구,CS100008,분식,3.0,33,19,6.2,3.6,76.2,51.2,27.0,2.4년,4년
3,서대문구,CS100009,주점,3.0,8,7,2.9,2.5,82.1,38.4,25.7,2.9년,4.6년
3,서대문구,CS100010,커피,3.0,56,22,8.5,3.3,79.7,49.6,33.3,2.6년,3.5년
3,서초구,CS100001,한식,4.0,61,125,2.1,4.3,78.0,51.8,36.4,2.9년,4.9년
3,서초구,CS100002,중식,4.0,9,17,3.5,6.5,76.7,37.5,35.7,2.9년,5년
3,서초구,CS100003,일식,3.0,15,18,4.0,4.8,88.6,55.4,44.0,3.1년,4.8년
3,서초구,CS100004,기타 외국식,3.0,17,24,3.1,4.4,82.3,59.7,41.1,3년,3.8년
3,서초구,CS100005,제과제빵,3.0,7,9,1.9,2.4,78.8,70.0,36.2,3.1년,4.8년
3,서초구,CS100006,패스트푸드,3.0,5,10,1.7,3.5,78.0,75.6,33.3,3년,4.6년
3,서초구,CS100007,치킨,4.0,4,11,1.8,5.0,75.0,52.8,27.1,2.7년,4.8년
3,서초구,CS100008,분식,3.0,33,20,3.9,2.4,73.0,49.1,39.1,2.7년,4.1년
3,서초구,CS100009,주점,3.0,7,13,2.0,3.7,86.2,46.8,22.7,3년,4.9년
3,서초구,CS100010,커피,3.0,69,51,5.3,3.9,81.0,47.8,35.4,2.8년,3.7년
3,성동구,CS100001,한식,3.0,49,78,2.6,4.1,78.0,54.2,39.1,2.9년,5년
3,성동구,CS100002,중식,3.0,4,6,2.6,3.9,73.3,55.0,33.3,2.8년,4.5년
3,성동구,CS100003,일식,3.0,15,8,7.8,4.1,94.9,45.3,40.4,2.6년,3.8년
3,성동구,CS100004,기타 외국식,3.0,17,17,4.8,4.8,90.2,54.5,32.1,2.4년,3.4년
3,성동구,CS100005,제과제빵,3.0,7,8,3.5,4.0,87.5,59.0,32.5,2.7년,4.1년
3,성동구,CS100006,패스트푸드,3.0,3,8,1.5,4.1,83.3,53.5,30.0,2.8년,3.9년
3,성동구,CS100007,치킨,3.0,5,7,2.7,3.8,78.1,37.5,21.4,2.7년,4.7년
3,성동구,CS100008,분식,3.0,26,16,6.5,4.0,67.1,42.5,23.6,2.4년,4년
3,성동구,CS100009,주점,3.0,5,12,2.4,5.9,63.6,43.9,31.7,2.9년,4.5년
3,성동구,CS100010,커피,3.0,50,33,6.1,4.0,83.0,50.3,39.0,2.6년,3.3년
3,성북구,CS100001,한식,3.0,59,92,2.9,4.5,79.9,60.6,37.9,2.9년,5년
3,성북구,CS100002,중식,3.0,7,8,4.0,4.6,82.1,61.2,47.1,2.9년,5.1년
3,성북구,CS100003,일식,2.0,11,7,6.0,3.8,74.3,53.8,34.0,2.6년,4년
3,성북구,CS100004,기타 외국식,2.0,7,13,2.9,5.4,77.1,62.2,38.9,2.8년,3.9년
3,성북구,CS100005,제과제빵,3.0,9,7,4.2,3.2,87.8,50.0,20.9,2.8년,5.1년
3,성북구,CS100006,패스트푸드,3.0,5,11,2.2,4.8,77.2,60.6,36.7,3.1년,4.7년
3,성북구,CS100007,치킨,3.0,6,12,2.6,5.3,71.4,31.1,24.1,2.7년,4.5년
3,성북구,CS100008,분식,3.0,16,26,3.1,5.0,73.6,57.8,29.4,2.6년,3.9년
3,성북구,CS100009,주점,3.0,6,12,2.3,4.6,70.8,46.6,18.1,2.9년,4.4년
3,성북구,CS100010,커피,3.0,57,23,7.7,3.1,86.5,62.3,34.6,2.7년,3.4년
3,송파구,CS100001,한식,3.0,108,223,3.0,6.2,72.7,50.9,34.8,2.7년,4.6년
3,송파구,CS100002,중식,3.0,13,18,4.7,6.6,66.7,48.3,37.0,2.7년,4.2년
3,송파구,CS100003,일식,3.0,20,14,3.8,2.6,78.8,54.2,40.7,2.8년,4.5년
3,송파구,CS100004,기타 외국식,3.0,20,16,3.8,3.0,84.9,52.3,44.7,2.7년,3.7년
3,송파구,CS100005,제과제빵,3.0,14,19,3.7,5.0,79.2,41.4,26.5,2.7년,4.5년
3,송파구,CS100006,패스트푸드,3.0,14,22,3.2,5.1,77.2,58.0,38.4,2.7년,4.2년
3,송파구,CS100007,치킨,3.0,15,21,4.2,5.9,71.8,43.0,32.2,2.5년,4.4년
3,송파구,CS100008,분식,3.0,42,37,4.9,4.3,62.7,46.1,27.1,2.3년,3.6년
3,송파구,CS100009,주점,3.0,24,22,5.4,4.9,54.5,49.0,20.6,2.7년,4.4년
3,송파구,CS100010,커피,3.0,103,67,7.5,4.9,74.9,51.4,31.5,2.6년,3.3년
3,양천구,CS100001,한식,3.0,36,77,2.1,4.5,75.9,48.9,35.4,2.8년,4.6년
3,양천구,CS100002,중식,3.0,8,4,5.8,2.9,73.1,56.5,37.5,2.6년,4.7년
3,양천구,CS100003,일식,2.0,11,11,6.3,6.3,66.7,54.8,36.6,2.5년,4년
3,양천구,CS100004,기타 외국식,2.0,4,8,2.5,5.1,76.2,42.1,31.6,2.4년,3.9년
3,양천구,CS100005,제과제빵,3.0,2,9,1.0,4.4,82.2,47.2,28.6,2.8년,4.7년
3,양천구,CS100006,패스트푸드,3.0,8,15,4.2,7.9,74.1,46.9,29.7,2.5년,4.2년
3,양천구,CS100007,치킨,3.0,7,11,3.1,4.9,66.7,38.9,32.6,2.3년,4.3년
3,양천구,CS100008,분식,3.0,20,22,4.6,5.1,60.6,39.8,28.2,2.4년,3.9년
3,양천구,CS100009,주점,3.0,2,20,0.7,6.6,73.0,43.1,19.6,2.7년,4.2년
3,양천구,CS100010,커피,3.0,33,25,5.9,4.4,83.2,52.9,34.4,2.6년,3.3년
3,영등포구,CS100001,한식,3.0,102,159,3.1,4.8,82.4,54.1,37.9,2.9년,4.9년
3,영등포구,CS100002,중식,3.0,30,29,4.9,4.7,80.0,53.1,31.4,2.6년,3.7년
3,영등포구,CS100003,일식,3.0,19,15,5.3,4.2,90.5,45.1,48.1,2.8년,4.6년
3,영등포구,CS100004,기타 외국식,3.0,9,11,2.6,3.2,84.1,59.0,45.6,2.7년,3.8년
3,영등포구,CS100005,제과제빵,3.0,8,11,3.2,4.3,75.0,54.3,44.7,3년,4.5년
3,영등포구,CS100006,패스트푸드,3.0,5,13,1.9,4.9,85.2,60.5,40.5,3년,4.5년
3,영등포구,CS100007,치킨,3.0,9,10,3.4,3.8,75.4,51.1,30.8,2.6년,4.8년
3,영등포구,CS100008,분식,3.0,33,25,4.4,3.3,68.9,46.7,32.2,2.5년,3.8년
3,영등포구,CS100009,주점,3.0,17,34,3.3,6.5,72.9,44.8,20.7,2.6년,4.3년
3,영등포구,CS100010,커피,3.0,48,39,4.2,3.4,78.2,49.3,39.6,2.8년,3.7년
3,용산구,CS100001,한식,3.0,41,66,2.2,3.6,86.8,58.1,39.3,3.1년,5.2년
3,용산구,CS100002,중식,4.0,1,4,0.6,2.4,84.6,53.6,32.0,3.2년,5.7년
3,용산구,CS100003,일식,3.0,10,9,3.9,3.5,87.1,69.5,25.0,2.9년,4.4년
3,용산구,CS100004,기타 외국식,3.0,42,30,5.1,3.6,88.1,64.7,43.4,2.9년,4년
3,용산구,CS100005,제과제빵,3.0,8,4,3.3,1.6,89.5,57.1,42.1,2.9년,4.7년
3,용산구,CS100006,패스트푸드,3.0,3,8,1.4,3.6,87.2,60.0,44.4,3.1년,4.7년
3,용산구,CS100007,치킨,3.0,3,7,2.3,5.3,84.2,44.0,18.8,2.7년,5년
3,용산구,CS100008,분식,3.0,28,24,5.1,4.4,77.1,36.5,33.0,2.4년,4년
3,용산구,CS100009,주점,3.0,4,11,1.3,3.7,84.4,46.3,25.0,3년,4.9년
3,용산구,CS100010,커피,3.0,43,31,5.1,3.7,82.9,58.4,35.1,2.8년,3.5년
3,은평구,CS100001,한식,3.0,58,94,2.7,4.4,77.1,54.8,34.5,2.7년,4.6년
3,은평구,CS100002,중식,3.0,9,9,5.6,5.6,78.9,28.0,35.3,2.5년,4.5년
3,은평구,CS100003,일식,2.0,6,9,3.2,4.7,81.8,51.2,33.3,2.5년,3.8년
3,은평구,CS100004,기타 외국식,2.0,9,9,5.4,5.4,81.4,48.3,35.7,2.3년,3.4년
3,은평구,CS100005,제과제빵,3.0,10,8,4.7,3.7,91.7,57.4,36.0,2.8년,4.6년
3,은평구,CS100006,패스트푸드,3.0,6,11,2.9,5.2,83.0,45.5,36.2,2.7년,4.3년
3,은평구,CS100007,치킨,3.0,6,18,2.4,7.1,69.4,21.6,32.3,2.3년,4.1년
3,은평구,CS100008,분식,3.0,17,26,3.2,4.9,71.0,43.0,30.9,2.4년,3.7년
3,은평구,CS100009,주점,3.0,17,18,4.9,5.2,85.7,41.8,17.5,2.6년,4.4년
3,은평구,CS100010,커피,3.0,46,42,7.0,6.4,73.2,51.1,32.8,2.5년,3.2년
3,종로구,CS100001,한식,3.0,79,119,2.7,4.1,85.3,62.2,40.9,3.1년,5.6년
3,종로구,CS100002,중식,3.0,6,9,2.8,4.3,92.6,39.1,42.2,2.9년,5.3년
3,종로구,CS100003,일식,3.0,12,11,3.9,3.6,85.3,54.8,41.7,2.9년,4.8년
3,종로구,CS100004,기타 외국식,3.0,26,11,4.8,2.0,81.3,58.9,42.2,3.1년,4.6년
3,종로구,CS100005,제과제빵,3.0,8,13,3.2,5.2,85.7,66.0,36.2,3년,4.7년
3,종로구,CS100006,패스트푸드,4.0,2,13,0.8,5.1,73.2,60.4,62.3,3.5년,4.9년
3,종로구,CS100007,치킨,3.0,4,4,3.0,3.0,75.0,61.3,26.3,2.7년,5.5년
3,종로구,CS100008,분식,3.0,30,17,4.1,2.3,81.0,50.5,30.7,2.6년,4.5년
3,종로구,CS100009,주점,3.0,7,17,1.7,4.2,91.4,51.2,29.5,3.3년,5.2년
3,종로구,CS100010,커피,3.0,58,36,4.7,2.9,80.0,57.1,35.5,3년,4.2년
3,중구,CS100001,한식,3.0,58,101,2.1,3.7,84.7,62.4,37.8,3.1년,5.8년
3,중구,CS100002,중식,3.0,8,12,3.0,4.5,71.9,53.8,36.2,3.2년,5.1년
3,중구,CS100003,일식,3.0,13,10,4.5,3.4,83.7,51.7,30.0,2.9년,5년
3,중구,CS100004,기타 외국식,3.0,13,12,3.0,2.8,82.8,66.2,39.2,3년,4.6년
3,중구,CS100005,제과제빵,3.0,7,4,2.9,1.6,82.1,61.1,31.0,3.1년,5.1년
3,중구,CS100006,패스트푸드,3.0,10,12,4.4,5.3,87.9,40.0,33.3,3.1년,4.7년
3,중구,CS100007,치킨,3.0,1,2,0.7,1.4,76.5,41.7,32.1,3년,5.8년
3,중구,CS100008,분식,3.0,28,22,3.6,2.8,75.9,47.9,33.1,2.6년,4.4년
3,중구,CS100009,주점,3.0,5,13,1.7,4.4,80.0,52.1,29.4,3.1년,5.1년
3,중구,CS100010,커피,3.0,52,42,4.7,3.8,84.9,52.6,41.1,2.8년,4.1년
3,중랑구,CS100001,한식,2.0,58,115,2.6,5.2,73.2,55.0,33.7,2.7년,4.5년
3,중랑구,CS100002,중식,2.0,7,13,6.4,11.9,71.4,38.5,35.0,2.2년,4년
3,중랑구,CS100003,일식,2.0,10,9,7.0,6.3,82.8,46.2,43.8,2.7년,3.8년
3,중랑구,CS100004,기타 외국식,2.0,4,4,3.2,3.2,90.9,55.6,36.4,2.5년,3.6년
3,중랑구,CS100005,제과제빵,3.0,6,6,4.2,4.2,74.1,40.5,27.3,2.5년,4.4년
3,중랑구,CS100006,패스트푸드,3.0,4,6,2.5,3.7,84.6,53.3,37.9,2.7년,4.1년
3,중랑구,CS100007,치킨,3.0,4,15,1.7,6.4,79.2,32.1,26.4,2.3년,4년
3,중랑구,CS100008,분식,2.0,30,23,7.3,5.6,73.8,37.5,21.1,2.4년,3.8년
3,중랑구,CS100009,주점,3.0,17,16,4.8,4.5,64.1,34.9,19.2,2.4년,4년
