데이터기준년월,시군구명,서비스업종코드,서비스업종,매출등급
202205,영등포구,CS100009,주점,3.0
202205,영등포구,CS100010,커피,3.0
202205,용산구,CS100001,한식,3.0
202205,용산구,CS100002,중식,2.0
202205,용산구,CS100003,일식,3.0
202205,용산구,CS100004,기타 외국식,3.0
202205,용산구,CS100005,제과제빵,3.0
202205,용산구,CS100006,패스트푸드,3.0
202205,용산구,CS100007,치킨,3.0
202205,용산구,CS100008,분식,3.0
202205,용산구,CS100009,주점,2.0
202205,용산구,CS100010,커피,3.0
202205,은평구,CS100001,한식,3.0
202205,은평구,CS100002,중식,4.0
202205,은평구,CS100003,일식,4.0
202205,은평구,CS100004,기타 외국식,4.0
202205,은평구,CS100005,제과제빵,3.0
202205,은평구,CS100006,패스트푸드,3.0
202205,은평구,CS100007,치킨,3.0
202205,은평구,CS100008,분식,3.0
202205,은평구,CS100009,주점,3.0
202205,은평구,CS100010,커피,3.0
202205,종로구,CS100001,한식,3.0
202205,종로구,CS100002,중식,3.0
202205,종로구,CS100003,일식,3.0
202205,종로구,CS100004,기타 외국식,3.0
202205,종로구,CS100005,제과제빵,3.0
202205,종로구,CS100006,패스트푸드,2.0
202205,종로구,CS100007,치킨,3.0
202205,종로구,CS100008,분식,3.0
202205,종로구,CS100009,주점,3.0
202205,종로구,CS100010,커피,3.0
202205,중구,CS100001,한식,3.0
202205,중구,CS100002,중식,2.0
202205,중구,CS100003,일식,3.0
202205,중구,CS100004,기타 외국식,3.0
202205,중구,CS100005,제과제빵,3.0
202205,중구,CS100006,패스트푸드,3.0
202205,중구,CS100007,치킨,3.0
202205,중구,CS100008,분식,3.0
202205,중구,CS100009,주점,3.0
202205,중구,CS100010,커피,3.0
202205,중랑구,CS100001,한식,4.0
202205,중랑구,CS100002,중식,3.0
202205,중랑구,CS100003,일식,4.0
202205,중랑구,CS100004,기타 외국식,4.0
202205,중랑구,CS100005,제과제빵,4.0
202205,중랑구,CS100006,패스트푸드,4.0
202205,중랑구,CS100007,치킨,4.0
202205,중랑구,CS100008,분식,4.0
202205,중랑구,CS100009,주점,3.0
202205,중랑구,CS100010,커피,3.0
202206,강남구,CS100001,한식,2.0
202206,강남구,CS100002,중식,2.0
202206,강남구,CS100003,일식,2.0
202206,강남구,CS100004,기타 외국식,2.0
202206,강남구,CS100005,제과제빵,2.0
202206,강남구,CS100006,패스트푸드,3.0
202206,강남구,CS100007,치킨,2.0
202206,강남구,CS100008,분식,2.0
202206,강남구,CS100009,주점,2.0
202206,강남구,CS100010,커피,2.0
202206,강동구,CS100001,한식,3.0
202206,강동구,CS100002,중식,3.0
202206,강동구,CS100003,일식,4.0
202206,강동구,CS100004,기타 외국식,4.0
202206,강동구,CS100005,제과제빵,3.0
202206,강동구,CS100006,패스트푸드,3.0
202206,강동구,CS100007,치킨,3.0
202206,강동구,CS100008,분식,3.0
202206,강동구,CS100009,주점,3.0
202206,강동구,CS100010,커피,3.0
202206,강북구,CS100001,한식,4.0
202206,강북구,CS100002,중식,4.0
202206,강북구,CS100003,일식,3.0
202206,강북구,CS100004,기타 외국식,4.0
202206,강북구,CS100005,제과제빵,3.0
202206,강북구,CS100006,패스트푸드,3.0
202206,강북구,CS100007,치킨,3.0
202206,강북구,CS100008,분식,4.0
202206,강북구,CS100009,주점,3.0
202206,강북구,CS100010,커피,4.0
202206,강서구,CS100001,한식,3.0
202206,강서구,CS100002,중식,3.0
202206,강서구,CS100003,일식,3.0
202206,강서구,CS100004,기타 외국식,4.0
202206,강서구,CS100005,제과제빵,3.0
202206,강서구,CS100006,패스트푸드,3.0
202206,강서구,CS100007,치킨,3.0
202206,강서구,CS100008,분식,3.0
202206,강서구,CS100009,주점,3.0
202206,강서구,CS100010,커피,3.0
202206,관악구,CS100001,한식,3.0
202206,관악구,CS100002,중식,3.0
202206,관악구,CS100003,일식,3.0
202206,관악구,CS100004,기타 외국식,4.0
202206,관악구,CS100005,제과제빵,3.0
202206,관악구,CS100006,패스트푸드,3.0
202206,관악구,CS100007,치킨,3.0
202206,관악구,CS100008,분식,3.0
202206,관악구,CS100009,주점,3.0
202206,관악구,CS100010,커피,3.0
202206,광진구,CS100001,한식,3.0
202206,광진구,CS100002,중식,3.0
202206,광진구,CS100003,일식,3.0
202206,광진구,CS100004,기타 외국식,4.0
202206,광진구,CS100005,제과제빵,3.0
202206,광진구,CS100006,패스트푸드,3.0
202206,광진구,CS100007,치킨,3.0
202206,광진구,CS100008,분식,3.0
202206,광진구,CS100009,주점,3.0
202206,광진구,CS100010,커피,4.0
202206,구로구,CS100001,한식,3.0
202206,구로구,CS100002,중식,4.0
202206,구로구,CS100003,일식,3.0
202206,구로구,CS100004,기타 외국식,3.0
202206,구로구,CS100005,제과제빵,3.0
202206,구로구,CS100006,패스트푸드,3.0
202206,구로구,CS100007,치킨,3.0
202206,구로구,CS100008,분식,3.0
202206,구로구,CS100009,주점,4.0
202206,구로구,CS100010,커피,3.0
202206,금천구,CS100001,한식,3.0
202206,금천구,CS100002,중식,4.0
202206,금천구,CS100003,일식,3.0
202206,금천구,CS100004,기타 외국식,4.0
202206,금천구,CS100005,제과제빵,3.0
202206,금천구,CS100006,패스트푸드,3.0
202206,금천구,CS100007,치킨,3.0
202206,금천구,CS100008,분식,4.0
202206,금천구,CS100009,주점,3.0
202206,금천구,CS100010,커피,3.0
202206,노원구,CS100001,한식,3.0
202206,노원구,CS100002,중식,3.0
202206,노원구,CS100003,일식,3.0
202206,노원구,CS100004,기타 외국식,4.0
202206,노원구,CS100005,제과제빵,3.0
202206,노원구,CS100006,패스트푸드,3.0
202206,노원구,CS100007,치킨,3.0
202206,노원구,CS100008,분식,3.0
202206,노원구,CS100009,주점,3.0
202206,노원구,CS100010,커피,3.0
202206,도봉구,CS100001,한식,3.0
202206,도봉구,CS100002,중식,3.0
202206,도봉구,CS100003,일식,4.0
202206,도봉구,CS100004,기타 외국식,4.0
202206,도봉구,CS100005,제과제빵,3.0
202206,도봉구,CS100006,패스트푸드,3.0
202206,도봉구,CS100007,치킨,3.0
202206,도봉구,CS100008,분식,4.0
202206,도봉구,CS100009,주점,4.0
202206,도봉구,CS100010,커피,3.0
202206,동대문구,CS100001,한식,3.0
202206,동대문구,CS100002,중식,4.0
202206,동대문구,CS100003,일식,4.0
202206,동대문구,CS100004,기타 외국식,4.0
202206,동대문구,CS100005,제과제빵,3.0
202206,동대문구,CS100006,패스트푸드,3.0
202206,동대문구,CS100007,치킨,4.0
202206,동대문구,CS100008,분식,3.0
202206,동대문구,CS100009,주점,3.0
202206,동대문구,CS100010,커피,3.0
202206,동작구,CS100001,한식,3.0
202206,동작구,CS100002,중식,3.0
202206,동작구,CS100003,일식,3.0
202206,동작구,CS100004,기타 외국식,3.0
202206,동작구,CS100005,제과제빵,3.0
202206,동작구,CS100006,패스트푸드,3.0
202206,동작구,CS100007,치킨,3.0
202206,동작구,CS100008,분식,3.0
202206,동작구,CS100009,주점,3.0
202206,동작구,CS100010,커피,3.0
202206,마포구,CS100001,한식,3.0
202206,마포구,CS100002,중식,3.0
202206,마포구,CS100003,일식,3.0
202206,마포구,CS100004,기타 외국식,3.0
202206,마포구,CS100005,제과제빵,3.0
202206,마포구,CS100006,패스트푸드,3.0
202206,마포구,CS100007,치킨,3.0
202206,마포구,CS100008,분식,3.0
202206,마포구,CS100009,주점,3.0
202206,마포구,CS100010,커피,3.0
202206,서대문구,CS100001,한식,3.0
202206,서대문구,CS100002,중식,3.0
202206,서대문구,CS100003,일식,3.0
202206,서대문구,CS100004,기타 외국식,4.0
202206,서대문구,CS100005,제과제빵,3.0
202206,서대문구,CS100006,패스트푸드,3.0
202206,서대문구,CS100007,치킨,3.0
202206,서대문구,CS100008,분식,3.0
202206,서대문구,CS100009,주점,3.0
202206,서대문구,CS100010,커피,3.0
202206,서초구,CS100001,한식,2.0
202206,서초구,CS100002,중식,2.0
202206,서초구,CS100003,일식,2.0
202206,서초구,CS100004,기타 외국식,3.0
202206,서초구,CS100005,제과제빵,3.0
202206,서초구,CS100006,패스트푸드,3.0
202206,서초구,CS100007,치킨,2.0
202206,서초구,CS100008,분식,3.0
202206,서초구,CS100009,주점,3.0
202206,서초구,CS100010,커피,3.0
202206,성동구,CS100001,한식,3.0
202206,성동구,CS100002,중식,3.0
202206,성동구,CS100003,일식,3.0
202206,성동구,CS100004,기타 외국식,3.0
202206,성동구,CS100005,제과제빵,3.0
202206,성동구,CS100006,패스트푸드,2.0
202206,성동구,CS100007,치킨,3.0
202206,성동구,CS100008,분식,2.0
202206,성동구,CS100009,주점,3.0
202206,성동구,CS100010,커피,3.0
202206,성북구,CS100001,한식,3.0
202206,성북구,CS100002,중식,3.0
202206,성북구,CS100003,일식,4.0
202206,성북구,CS100004,기타 외국식,4.0
202206,성북구,CS100005,제과제빵,3.0
202206,성북구,CS100006,패스트푸드,3.0
202206,성북구,CS100007,치킨,3.0
202206,성북구,CS100008,분식,3.0
202206,성북구,CS100009,주점,4.0
202206,성북구,CS100010,커피,3.0
202206,송파구,CS100001,한식,3.0
202206,송파구,CS100002,중식,3.0
202206,송파구,CS100003,일식,3.0
202206,송파구,CS100004,기타 외국식,3.0
202206,송파구,CS100005,제과제빵,3.0
202206,송파구,CS100006,패스트푸드,3.0
202206,송파구,CS100007,치킨,3.0
202206,송파구,CS100008,분식,3.0
202206,송파구,CS100009,주점,3.0
202206,송파구,CS100010,커피,3.0
202206,양천구,CS100001,한식,3.0
202206,양천구,CS100002,중식,3.0
202206,양천구,CS100003,일식,4.0
202206,양천구,CS100004,기타 외국식,3.0
202206,양천구,CS100005,제과제빵,3.0
202206,양천구,CS100006,패스트푸드,3.0
202206,양천구,CS100007,치킨,3.0
202206,양천구,CS100008,분식,3.0
202206,양천구,CS100009,주점,3.0
202206,양천구,CS100010,커피,3.0
202206,영등포구,CS100001,한식,3.0
202206,영등포구,CS100002,중식,4.0
202206,영등포구,CS100003,일식,3.0
202206,영등포구,CS100004,기타 외국식,3.0
202206,영등포구,CS100005,제과제빵,3.0
202206,영등포구,CS100006,패스트푸드,3.0
202206,영등포구,CS100007,치킨,3.0
202206,영등포구,CS100008,분식,3.0
202206,영등포구,CS100009,주점,3.0
202206,영등포구,CS100010,커피,3.0
202206,용산구,CS100001,한식,3.0
202206,용산구,CS100002,중식,2.0
202206,용산구,CS100003,일식,3.0
202206,용산구,CS100004,기타 외국식,3.0
202206,용산구,CS100005,제과제빵,3.0
202206,용산구,CS100006,패스트푸드,3.0
202206,용산구,CS100007,치킨,3.0
202206,용산구,CS100008,분식,3.0
202206,용산구,CS100009,주점,3.0
202206,용산구,CS100010,커피,3.0
202206,은평구,CS100001,한식,3.0
202206,은평구,CS100002,중식,4.0
202206,은평구,CS100003,일식,4.0
202206,은평구,CS100004,기타 외국식,4.0
202206,은평구,CS100005,제과제빵,3.0
202206,은평구,CS100006,패스트푸드,3.0
202206,은평구,CS100007,치킨,3.0
202206,은평구,CS100008,분식,3.0
202206,은평구,CS100009,주점,3.0
202206,은평구,CS100010,커피,3.0
202206,종로구,CS100001,한식,3.0
202206,종로구,CS100002,중식,3.0
202206,종로구,CS100003,일식,3.0
202206,종로구,CS100004,기타 외국식,3.0
202206,종로구,CS100005,제과제빵,3.0
202206,종로구,CS100006,패스트푸드,2.0
202206,종로구,CS100007,치킨,3.0
202206,종로구,CS100008,분식,3.0
202206,종로구,CS100009,주점,3.0
202206,종로구,CS100010,커피,3.0
202206,중구,CS100001,한식,3.0
202206,중구,CS100002,중식,2.0
202206,중구,CS100003,일식,3.0
202206,중구,CS100004,기타 외국식,3.0
202206,중구,CS100005,제과제빵,3.0
202206,중구,CS100006,패스트푸드,3.0
202206,중구,CS100007,치킨,2.0
202206,중구,CS100008,분식,3.0
202206,중구,CS100009,주점,3.0
202206,중구,CS100010,커피,3.0
202206,중랑구,CS100001,한식,4.0
202206,중랑구,CS100002,중식,4.0
202206,중랑구,CS100003,일식,4.0
202206,중랑구,CS100004,기타 외국식,4.0
202206,중랑구,CS100005,제과제빵,4.0
202206,중랑구,CS100006,패스트푸드,4.0
202206,중랑구,CS100007,치킨,3.0
202206,중랑구,CS100008,분식,4.0
202206,중랑구,CS100009,주점,3.0
202206,중랑구,CS100010,커피,3.0
202207,강남구,CS100001,한식,2.0
202207,강남구,CS100002,중식,2.0
202207,강남구,CS100003,일식,2.0
202207,강남구,CS100004,기타 외국식,2.0
202207,강남구,CS100005,제과제빵,2.0
202207,강남구,CS100006,패스트푸드,3.0
202207,강남구,CS100007,치킨,2.0
202207,강남구,CS100008,분식,2.0
202207,강남구,CS100009,주점,2.0
202207,강남구,CS100010,커피,2.0
202207,강동구,CS100001,한식,3.0
202207,강동구,CS100002,중식,3.0
202207,강동구,CS100003,일식,4.0
202207,강동구,CS100004,기타 외국식,4.0
202207,강동구,CS100005,제과제빵,3.0
202207,강동구,CS100006,패스트푸드,3.0
202207,강동구,CS100007,치킨,3.0
202207,강동구,CS100008,분식,3.0
202207,강동구,CS100009,주점,3.0
202207,강동구,CS100010,커피,3.0
202207,강북구,CS100001,한식,3.0
202207,강북구,CS100002,중식,4.0
202207,강북구,CS100003,일식,3.0
202207,강북구,CS100004,기타 외국식,4.0
202207,강북구,CS100005,제과제빵,3.0
202207,강북구,CS100006,패스트푸드,3.0
202207,강북구,CS100007,치킨,3.0
202207,강북구,CS100008,분식,4.0
202207,강북구,CS100009,주점,3.0
202207,강북구,CS100010,커피,4.0
202207,강서구,CS100001,한식,3.0
202207,강서구,CS100002,중식,3.0
202207,강서구,CS100003,일식,3.0
202207,강서구,CS100004,기타 외국식,3.0
202207,강서구,CS100005,제과제빵,3.0
202207,강서구,CS100006,패스트푸드,3.0
202207,강서구,CS100007,치킨,3.0
202207,강서구,CS100008,분식,3.0
202207,강서구,CS100009,주점,3.0
202207,강서구,CS100010,커피,3.0
202207,관악구,CS100001,한식,3.0
202207,관악구,CS100002,중식,3.0
202207,관악구,CS100003,일식,4.0
202207,관악구,CS100004,기타 외국식,4.0
202207,관악구,CS100005,제과제빵,3.0
202207,관악구,CS100006,패스트푸드,3.0
202207,관악구,CS100007,치킨,3.0
202207,관악구,CS100008,분식,3.0
202207,관악구,CS100009,주점,3.0
202207,관악구,CS100010,커피,3.0
202207,광진구,CS100001,한식,3.0
202207,광진구,CS100002,중식,3.0
202207,광진구,CS100003,일식,3.0
202207,광진구,CS100004,기타 외국식,4.0
202207,광진구,CS100005,제과제빵,3.0
202207,광진구,CS100006,패스트푸드,3.0
202207,광진구,CS100007,치킨,3.0
202207,광진구,CS100008,분식,3.0
202207,광진구,CS100009,주점,3.0
202207,광진구,CS100010,커피,4.0
202207,구로구,CS100001,한식,3.0
202207,구로구,CS100002,중식,4.0
202207,구로구,CS100003,일식,3.0
202207,구로구,CS100004,기타 외국식,3.0
202207,구로구,CS100005,제과제빵,3.0
202207,구로구,CS100006,패스트푸드,3.0
202207,구로구,CS100007,치킨,3.0
202207,구로구,CS100008,분식,3.0
202207,구로구,CS100009,주점,3.0
202207,구로구,CS100010,커피,3.0
202207,금천구,CS100001,한식,3.0
202207,금천구,CS100002,중식,4.0
202207,금천구,CS100003,일식,4.0
202207,금천구,CS100004,기타 외국식,4.0
202207,금천구,CS100005,제과제빵,3.0
202207,금천구,CS100006,패스트푸드,3.0
202207,금천구,CS100007,치킨,3.0
202207,금천구,CS100008,분식,3.0
202207,금천구,CS100009,주점,3.0
202207,금천구,CS100010,커피,3.0
202207,노원구,CS100001,한식,3.0
202207,노원구,CS100002,중식,3.0
202207,노원구,CS100003,일식,3.0
202207,노원구,CS100004,기타 외국식,4.0
202207,노원구,CS100005,제과제빵,3.0
202207,노원구,CS100006,패스트푸드,3.0
202207,노원구,CS100007,치킨,3.0
202207,노원구,CS100008,분식,3.0
202207,노원구,CS100009,주점,3.0
202207,노원구,CS100010,커피,3.0
202207,도봉구,CS100001,한식,3.0
202207,도봉구,CS100002,중식,3.0
202207,도봉구,CS100003,일식,4.0
202207,도봉구,CS100004,기타 외국식,4.0
202207,도봉구,CS100005,제과제빵,3.0
202207,도봉구,CS100006,패스트푸드,3.0
202207,도봉구,CS100007,치킨,3.0
202207,도봉구,CS100008,분식,3.0
202207,도봉구,CS100009,주점,4.0
202207,도봉구,CS100010,커피,3.0
202207,동대문구,CS100001,한식,3.0
202207,동대문구,CS100002,중식,4.0
202207,동대문구,CS100003,일식,4.0
202207,동대문구,CS100004,기타 외국식,4.0
202207,동대문구,CS100005,제과제빵,3.0
202207,동대문구,CS100006,패스트푸드,3.0
202207,동대문구,CS100007,치킨,4.0
202207,동대문구,CS100008,분식,3.0
202207,동대문구,CS100009,주점,3.0
202207,동대문구,CS100010,커피,3.0
202207,동작구,CS100001,한식,3.0
202207,동작구,CS100002,중식,3.0
202207,동작구,CS100003,일식,3.0
202207,동작구,CS100004,기타 외국식,3.0
202207,동작구,CS100005,제과제빵,3.0
202207,동작구,CS100006,패스트푸드,3.0
202207,동작구,CS100007,치킨,3.0
202207,동작구,CS100008,분식,3.0
202207,동작구,CS100009,주점,3.0
202207,동작구,CS100010,커피,3.0
202207,마포구,CS100001,한식,3.0
202207,마포구,CS100002,중식,3.0
202207,마포구,CS100003,일식,3.0
202207,마포구,CS100004,기타 외국식,3.0
202207,마포구,CS100005,제과제빵,3.0
202207,마포구,CS100006,패스트푸드,3.0
202207,마포구,CS100007,치킨,3.0
202207,마포구,CS100008,분식,3.0
202207,마포구,CS100009,주점,3.0
202207,마포구,CS100010,커피,3.0
202207,서대문구,CS100001,한식,3.0
202207,서대문구,CS100002,중식,3.0
202207,서대문구,CS100003,일식,3.0
202207,서대문구,CS100004,기타 외국식,4.0
202207,서대문구,CS100005,제과제빵,3.0
202207,서대문구,CS100006,패스트푸드,3.0
202207,서대문구,CS100007,치킨,3.0
202207,서대문구,CS100008,분식,3.0
202207,서대문구,CS100009,주점,3.0
202207,서대문구,CS100010,커피,3.0
202207,서초구,CS100001,한식,2.0
202207,서초구,CS100002,중식,2.0
202207,서초구,CS100003,일식,3.0
202207,서초구,CS100004,기타 외국식,3.0
202207,서초구,CS100005,제과제빵,3.0
202207,서초구,CS100006,패스트푸드,3.0
202207,서초구,CS100007,치킨,2.0
202207,서초구,CS100008,분식,3.0
202207,서초구,CS100009,주점,3.0
202207,서초구,CS100010,커피,3.0
202207,성동구,CS100001,한식,3.0
202207,성동구,CS100002,중식,3.0
202207,성동구,CS100003,일식,3.0
202207,성동구,CS100004,기타 외국식,3.0
202207,성동구,CS100005,제과제빵,3.0
202207,성동구,CS100006,패스트푸드,3.0
202207,성동구,CS100007,치킨,3.0
202207,성동구,CS100008,분식,2.0
202207,성동구,CS100009,주점,3.0
202207,성동구,CS100010,커피,3.0
202207,성북구,CS100001,한식,3.0
202207,성북구,CS100002,중식,3.0
202207,성북구,CS100003,일식,4.0
202207,성북구,CS100004,기타 외국식,4.0
202207,성북구,CS100005,제과제빵,3.0
202207,성북구,CS100006,패스트푸드,3.0
202207,성북구,CS100007,치킨,3.0
202207,성북구,CS100008,분식,3.0
202207,성북구,CS100009,주점,3.0
202207,성북구,CS100010,커피,3.0
202207,송파구,CS100001,한식,3.0
202207,송파구,CS100002,중식,3.0
202207,송파구,CS100003,일식,3.0
202207,송파구,CS100004,기타 외국식,3.0
202207,송파구,CS100005,제과제빵,3.0
202207,송파구,CS100006,패스트푸드,3.0
202207,송파구,CS100007,치킨,3.0
202207,송파구,CS100008,분식,3.0
202207,송파구,CS100009,주점,3.0
202207,송파구,CS100010,커피,3.0
202207,양천구,CS100001,한식,3.0
202207,양천구,CS100002,중식,3.0
202207,양천구,CS100003,일식,4.0
202207,양천구,CS100004,기타 외국식,3.0
202207,양천구,CS100005,제과제빵,3.0
202207,양천구,CS100006,패스트푸드,3.0
202207,양천구,CS100007,치킨,3.0
202207,양천구,CS100008,분식,3.0
202207,양천구,CS100009,주점,3.0
202207,양천구,CS100010,커피,3.0
202207,영등포구,CS100001,한식,3.0
202207,영등포구,CS100002,중식,4.0
202207,영등포구,CS100003,일식,3.0
202207,영등포구,CS100004,기타 외국식,3.0
202207,영등포구,CS100005,제과제빵,3.0
202207,영등포구,CS100006,패스트푸드,3.0
202207,영등포구,CS100007,치킨,3.0
202207,영등포구,CS100008,분식,3.0
202207,영등포구,CS100009,주점,3.0
202207,영등포구,CS100010,커피,3.0
202207,용산구,CS100001,한식,3.0
202207,용산구,CS100002,중식,2.0
202207,용산구,CS100003,일식,3.0
202207,용산구,CS100004,기타 외국식,3.0
202207,용산구,CS100005,제과제빵,3.0
202207,용산구,CS100006,패스트푸드,3.0
202207,용산구,CS100007,치킨,3.0
202207,용산구,CS100008,분식,3.0
202207,용산구,CS100009,주점,2.0
202207,용산구,CS100010,커피,3.0
202207,은평구,CS100001,한식,3.0
202207,은평구,CS100002,중식,3.0
202207,은평구,CS100003,일식,4.0
202207,은평구,CS100004,기타 외국식,4.0
202207,은평구,CS100005,제과제빵,3.0
202207,은평구,CS100006,패스트푸드,3.0
202207,은평구,CS100007,치킨,3.0
202207,은평구,CS100008,분식,3.0
202207,은평구,CS100009,주점,3.0
202207,은평구,CS100010,커피,3.0
202207,종로구,CS100001,한식,3.0
202207,종로구,CS100002,중식,3.0
202207,종로구,CS100003,일식,3.0
202207,종로구,CS100004,기타 외국식,3.0
202207,종로구,CS100005,제과제빵,3.0
202207,종로구,CS100006,패스트푸드,2.0
202207,종로구,CS100007,치킨,2.5
202207,종로구,CS100008,분식,3.0
202207,종로구,CS100009,주점,3.0
202207,종로구,CS100010,커피,3.0
202207,중구,CS100001,한식,3.0
202207,중구,CS100002,중식,3.0
202207,중구,CS100003,일식,3.0
202207,중구,CS100004,기타 외국식,3.0
202207,중구,CS100005,제과제빵,3.0
202207,중구,CS100006,패스트푸드,3.0
202207,중구,CS100007,치킨,3.0
202207,중구,CS100008,분식,3.0
202207,중구,CS100009,주점,3.0
202207,중구,CS100010,커피,3.0
202207,중랑구,CS100001,한식,4.0
202207,중랑구,CS100002,중식,4.0
202207,중랑구,CS100003,일식,4.0
202207,중랑구,CS100004,기타 외국식,4.0
202207,중랑구,CS100005,제과제빵,4.0
202207,중랑구,CS100006,패스트푸드,4.0
202207,중랑구,CS100007,치킨,4.0
202207,중랑구,CS100008,분식,4.0
202207,중랑구,CS100009,주점,3.0
202207,중랑구,CS100010,커피,3.0
202208,강남구,CS100001,한식,2.0
202208,강남구,CS100002,중식,2.0
202208,강남구,CS100003,일식,2.0
202208,강남구,CS100004,기타 외국식,2.0
202208,강남구,CS100005,제과제빵,3.0
202208,강남구,CS100006,패스트푸드,3.0
202208,강남구,CS100007,치킨,2.0
202208,강남구,CS100008,분식,2.0
202208,강남구,CS100009,주점,2.0
202208,강남구,CS100010,커피,2.0
202208,강동구,CS100001,한식,3.0
202208,강동구,CS100002,중식,3.0
202208,강동구,CS100003,일식,4.0
202208,강동구,CS100004,기타 외국식,4.0
202208,강동구,CS100005,제과제빵,3.0
202208,강동구,CS100006,패스트푸드,3.0
202208,강동구,CS100007,치킨,3.0
202208,강동구,CS100008,분식,3.0
202208,강동구,CS100009,주점,3.0
202208,강동구,CS100010,커피,3.0
202208,강북구,CS100001,한식,3.0
202208,강북구,CS100002,중식,4.0
202208,강북구,CS100003,일식,3.0
202208,강북구,CS100004,기타 외국식,4.0
202208,강북구,CS100005,제과제빵,4.0
202208,강북구,CS100006,패스트푸드,3.0
202208,강북구,CS100007,치킨,3.0
202208,강북구,CS100008,분식,4.0
202208,강북구,CS100009,주점,3.0
202208,강북구,CS100010,커피,4.0
202208,강서구,CS100001,한식,3.0
202208,강서구,CS100002,중식,3.0
202208,강서구,CS100003,일식,3.0
202208,강서구,CS100004,기타 외국식,4.0
202208,강서구,CS100005,제과제빵,3.0
202208,강서구,CS100006,패스트푸드,3.0
202208,강서구,CS100007,치킨,3.0
202208,강서구,CS100008,분식,3.0
202208,강서구,CS100009,주점,3.0
202208,강서구,CS100010,커피,3.0
202208,관악구,CS100001,한식,3.0
202208,관악구,CS100002,중식,3.0
202208,관악구,CS100003,일식,4.0
202208,관악구,CS100004,기타 외국식,4.0
202208,관악구,CS100005,제과제빵,3.0
202208,관악구,CS100006,패스트푸드,3.0
202208,관악구,CS100007,치킨,3.0
202208,관악구,CS100008,분식,3.0
202208,관악구,CS100009,주점,3.0
