분기,시군구명,서비스업종,1년생존률,3년생존률,5년생존률
4,영등포구,제과제빵,73.9,61.3,47.1
4,동작구,제과제빵,85.7,50,35.7
4,관악구,제과제빵,73.2,56.4,32.3
4,서초구,제과제빵,85.5,68.3,45.6
4,강남구,제과제빵,87,50.6,38.8
4,송파구,제과제빵,77.9,38.9,26.3
4,강동구,제과제빵,84.9,27.5,46.7
1,종로구,패스트푸드,85.4,61.2,50
1,중구,패스트푸드,84.8,53.1,40.7
1,용산구,패스트푸드,80,62.9,33.3
1,성동구,패스트푸드,84.2,44.7,38.5
1,광진구,패스트푸드,69.7,57.1,47.2
1,동대문구,패스트푸드,80.6,54.5,45.7
1,중랑구,패스트푸드,80.6,56.7,48
1,성북구,패스트푸드,78.7,58.1,40.9
1,강북구,패스트푸드,77.1,54.8,31.8
1,도봉구,패스트푸드,75,68.4,38.9
1,노원구,패스트푸드,84.1,46.7,34.9
1,은평구,패스트푸드,81,54.1,39.5
1,서대문구,패스트푸드,86.8,53.8,41.9
1,마포구,패스트푸드,88.5,45.7,31.3
1,양천구,패스트푸드,76.9,55.2,21.2
1,강서구,패스트푸드,81.8,59,30.2
1,구로구,패스트푸드,89.2,46.7,28.6
1,금천구,패스트푸드,86.7,65.2,50
1,영등포구,패스트푸드,81.1,56.8,38.3
1,동작구,패스트푸드,87.8,48.9,33.3
1,관악구,패스트푸드,66.7,43.5,39.1
1,서초구,패스트푸드,87.5,70.3,33.3
1,강남구,패스트푸드,81.4,54,35.9
1,송파구,패스트푸드,82.4,57.3,34.7
1,강동구,패스트푸드,77.2,55.3,35
2,종로구,패스트푸드,83.3,63,55.8
2,중구,패스트푸드,87.5,47.5,42.4
2,용산구,패스트푸드,86.8,64.7,42.5
2,성동구,패스트푸드,81.3,42.1,37.5
2,광진구,패스트푸드,78.4,60,40.6
2,동대문구,패스트푸드,81.1,55,40
2,중랑구,패스트푸드,76.9,59.4,41.9
2,성북구,패스트푸드,82.1,62.5,39.3
2,강북구,패스트푸드,78.1,57.1,33.3
2,도봉구,패스트푸드,79.2,77.8,43.8
2,노원구,패스트푸드,88.7,39.6,30.2
2,은평구,패스트푸드,78,51.7,35.7
2,서대문구,패스트푸드,90,57.6,38.9
2,마포구,패스트푸드,85.7,46.3,31.6
2,양천구,패스트푸드,79.2,42.4,19.4
2,강서구,패스트푸드,88,51.7,31.9
2,구로구,패스트푸드,93.8,55.2,30.4
2,금천구,패스트푸드,78.8,56,60
2,영등포구,패스트푸드,82.5,57.1,35.4
2,동작구,패스트푸드,90.9,54.3,30.8
2,관악구,패스트푸드,72.9,45.8,32.7
2,서초구,패스트푸드,81.4,67.6,34.1
2,강남구,패스트푸드,79,55.3,37.4
2,송파구,패스트푸드,86.7,60.6,33.8
2,강동구,패스트푸드,76.3,45.5,36.8
3,종로구,패스트푸드,73.2,60.4,62.3
3,중구,패스트푸드,87.9,40,33.3
3,용산구,패스트푸드,87.2,60,44.4
3,성동구,패스트푸드,83.3,53.5,30
3,광진구,패스트푸드,73.5,64.3,36.8
3,동대문구,패스트푸드,79.1,62.5,39.5
3,중랑구,패스트푸드,84.6,53.3,37.9
3,성북구,패스트푸드,77.2,60.6,36.7
3,강북구,패스트푸드,75.6,58.3,45.5
3,도봉구,패스트푸드,81,68.8,53.3
3,노원구,패스트푸드,82.5,39.5,31.9
3,은평구,패스트푸드,83,45.5,36.2
3,서대문구,패스트푸드,78,67.9,40.6
3,마포구,패스트푸드,79.8,50,32.9
3,양천구,패스트푸드,74.1,46.9,29.7
3,강서구,패스트푸드,81.1,44.4,38.3
3,구로구,패스트푸드,94.3,51.7,37.9
3,금천구,패스트푸드,73.1,62.1,47.1
3,영등포구,패스트푸드,85.2,60.5,40.5
3,동작구,패스트푸드,93.5,55.8,33.3
3,관악구,패스트푸드,72.2,56.5,26
3,서초구,패스트푸드,78,75.6,33.3
3,강남구,패스트푸드,78.6,50.5,38
3,송파구,패스트푸드,77.2,58,38.4
3,강동구,패스트푸드,74.3,36.4,29
4,종로구,패스트푸드,72.1,55.8,55.3
4,중구,패스트푸드,87.2,50,35.1
4,용산구,패스트푸드,76.7,64.3,43.2
4,성동구,패스트푸드,83.9,47.9,28.9
4,광진구,패스트푸드,69.8,60.5,33.3
4,동대문구,패스트푸드,82.5,69.2,43.8
4,중랑구,패스트푸드,82.9,65.5,29.2
4,성북구,패스트푸드,70.9,58.8,30
4,강북구,패스트푸드,75.6,60,46.2
4,도봉구,패스트푸드,75,56,63.6
4,노원구,패스트푸드,77.8,43.8,32.5
4,은평구,패스트푸드,76,50,35.7
4,서대문구,패스트푸드,81.1,59.4,31.3
4,마포구,패스트푸드,82.5,50,36.1
4,양천구,패스트푸드,72.3,44.1,31.3
4,강서구,패스트푸드,80,49,41.3
4,구로구,패스트푸드,85.7,39.1,37.9
4,금천구,패스트푸드,81.8,59.3,43.8
4,영등포구,패스트푸드,92.9,51.2,47.5
4,동작구,패스트푸드,97.6,52.8,36.7
4,관악구,패스트푸드,67.2,58.5,22.9
4,서초구,패스트푸드,77.8,63.6,47.1
4,강남구,패스트푸드,76.7,49.5,35.8
4,송파구,패스트푸드,75.9,56.8,32.9
4,강동구,패스트푸드,72.9,47.4,27.3
1,종로구,치킨,81,50,20
1,중구,치킨,73.3,50,29
1,용산구,치킨,80,47.6,21.4
1,성동구,치킨,80.6,39.5,36.8
1,광진구,치킨,81,45.2,23.5
1,동대문구,치킨,63.2,33.9,34.5
1,중랑구,치킨,77.3,28.1,23.7
1,성북구,치킨,72.5,30.2,26.8
1,강북구,치킨,64.4,35.6,25
1,도봉구,치킨,75.5,33.3,22
1,노원구,치킨,73.8,40.6,21.9
1,은평구,치킨,70.4,24.3,24.6
1,서대문구,치킨,74.4,31,26.5
1,마포구,치킨,74.5,35.1,28.6
1,양천구,치킨,63,45.5,25
1,강서구,치킨,67.1,45.3,25.9
1,구로구,치킨,82.6,45.1,29.2
1,금천구,치킨,80.6,52.6,20
1,영등포구,치킨,72.1,43.2,27.1
1,동작구,치킨,70.2,41.1,26.9
1,관악구,치킨,57.6,32.8,17.9
1,서초구,치킨,74.5,52.2,29.1
1,강남구,치킨,71.1,49.2,24.3
1,송파구,치킨,72.4,44.7,27.4
1,강동구,치킨,79.3,35.2,31
2,종로구,치킨,85,54.2,25
2,중구,치킨,83.3,43.8,26.7
2,용산구,치킨,96.2,43.5,20
2,성동구,치킨,83.9,40.5,14.3
2,광진구,치킨,85.7,52.9,27.3
2,동대문구,치킨,61.2,34,34
2,중랑구,치킨,80.3,37.1,21.7
2,성북구,치킨,71.4,36,26.5
2,강북구,치킨,59.5,42.9,31.8
2,도봉구,치킨,70.6,46.9,22
2,노원구,치킨,79.3,46.6,20.7
2,은평구,치킨,68.8,24.3,30.6
2,서대문구,치킨,76.5,35.7,20.7
2,마포구,치킨,84.6,42.3,27.1
2,양천구,치킨,63,36.5,31.8
2,강서구,치킨,65.4,50.8,18.5
2,구로구,치킨,80.4,46.2,32.7
2,금천구,치킨,78.8,51.4,17.6
2,영등포구,치킨,69.3,41.7,26.7
2,동작구,치킨,65.3,42,31.6
2,관악구,치킨,62.3,26.3,22
2,서초구,치킨,75,54.8,23.4
2,강남구,치킨,70.3,53.4,25.4
2,송파구,치킨,79.1,46.1,30.9
2,강동구,치킨,77.6,46.7,32
3,종로구,치킨,75,61.3,26.3
3,중구,치킨,76.5,41.7,32.1
3,용산구,치킨,84.2,44,18.8
3,성동구,치킨,78.1,37.5,21.4
3,광진구,치킨,80,48.3,35.9
3,동대문구,치킨,61.8,28.8,41.5
3,중랑구,치킨,79.2,32.1,26.4
3,성북구,치킨,71.4,31.1,24.1
3,강북구,치킨,63.2,42.3,34.1
3,도봉구,치킨,68.9,44.4,22.9
3,노원구,치킨,66.7,47.4,22
3,은평구,치킨,69.4,21.6,32.3
3,서대문구,치킨,77.8,43.2,20
3,마포구,치킨,82.6,41.7,33.3
3,양천구,치킨,66.7,38.9,32.6
3,강서구,치킨,60.5,45.5,19.4
3,구로구,치킨,81.5,42.4,32.7
3,금천구,치킨,73.5,52.6,24
3,영등포구,치킨,75.4,51.1,30.8
3,동작구,치킨,66.7,38.6,34
3,관악구,치킨,63.3,21.7,19.7
3,서초구,치킨,75,52.8,27.1
3,강남구,치킨,59.3,54.5,25.8
3,송파구,치킨,71.8,43,32.2
3,강동구,치킨,65.8,39.7,30
4,종로구,치킨,68.4,46.7,29.4
4,중구,치킨,76.5,43.2,24
4,용산구,치킨,80,40,35.7
4,성동구,치킨,69.7,39,22.6
4,광진구,치킨,72.7,45,27.9
4,동대문구,치킨,67.2,41.7,43.9
4,중랑구,치킨,64.7,43.3,27.1
4,성북구,치킨,77.8,42.6,27.9
4,강북구,치킨,57.1,40.4,32.5
4,도봉구,치킨,67.6,51.8,37.5
4,노원구,치킨,64.6,44.7,19.6
4,은평구,치킨,71.6,26.3,39
4,서대문구,치킨,75,38,25
4,마포구,치킨,83.3,45.3,27.5
4,양천구,치킨,70,40.7,30.8
4,강서구,치킨,56.3,40.5,18.8
4,구로구,치킨,70.4,48.2,29.1
4,금천구,치킨,51.7,42.1,22.6
4,영등포구,치킨,71.4,41.8,31.3
4,동작구,치킨,67.6,35.1,33.3
4,관악구,치킨,69.8,28.3,27.5
4,서초구,치킨,86.8,44.2,29.3
4,강남구,치킨,67.3,59.4,26.2
4,송파구,치킨,64.1,34.5,27
4,강동구,치킨,63.8,39.3,23.3
1,종로구,분식,74,50,24.4
1,중구,분식,68.8,40.8,35.3
1,용산구,분식,75.9,33.7,25.4
1,성동구,분식,74.7,45.1,17.4
1,광진구,분식,59.8,43,34.3
1,동대문구,분식,67.7,38.7,25.9
1,중랑구,분식,65.9,37.3,19.2
1,성북구,분식,70.5,43.1,24.8
1,강북구,분식,60,37.9,25.8
1,도봉구,분식,71.4,51.7,27.7
1,노원구,분식,62.9,47.6,29.1
1,은평구,분식,67,39.8,26.7
1,서대문구,분식,76.9,51.9,33
1,마포구,분식,58.6,37,17.9
1,양천구,분식,64.3,42.7,23.8
1,강서구,분식,68.1,40.5,32.7
1,구로구,분식,74.4,47.3,21.3
1,금천구,분식,76.5,54.5,24.6
1,영등포구,분식,65.5,49.5,34.3
1,동작구,분식,63.6,31.3,25.3
1,관악구,분식,56.6,41.5,22.4
1,서초구,분식,64.8,52.9,33.6
1,강남구,분식,60,32.5,21.6
1,송파구,분식,61.7,44.8,22.7
1,강동구,분식,71.1,38.1,28.5
2,종로구,분식,77.5,51.5,23
2,중구,분식,68.7,45.3,31.5
2,용산구,분식,76.6,39.1,33
2,성동구,분식,71,41.3,20.2
2,광진구,분식,64.3,46.4,32.2
2,동대문구,분식,71.9,40.7,21.4
2,중랑구,분식,71.6,40.5,21.3
2,성북구,분식,71.3,48.9,30
2,강북구,분식,62.9,42.2,28.4
2,도봉구,분식,74.6,50,27.6
2,노원구,분식,58.5,52.1,29.1
2,은평구,분식,71,37.9,29.3
2,서대문구,분식,82.2,51.9,34.3
2,마포구,분식,62.2,32.9,23.5
2,양천구,분식,64.9,40.5,23.2
2,강서구,분식,67.1,40.8,33.3
2,구로구,분식,79.5,43.6,24.4
2,금천구,분식,71.9,55.4,20.8
2,영등포구,분식,68.4,51,29.9
2,동작구,분식,65,27,23.7
2,관악구,분식,64.8,41.9,23.2
2,서초구,분식,70.2,51.9,34.2
2,강남구,분식,59.9,38.2,23.5
2,송파구,분식,64,48.7,27.3
2,강동구,분식,69.6,47.2,29.2
3,종로구,분식,81,50.5,30.7
3,중구,분식,75.9,47.9,33.1
3,용산구,분식,77.1,36.5,33
3,성동구,분식,67.1,42.5,23.6
3,광진구,분식,63.7,51.1,30.4
3,동대문구,분식,67.2,41.8,21.5
3,중랑구,분식,73.8,37.5,21.1
3,성북구,분식,73.6,57.8,29.4
3,강북구,분식,66.2,36.9,30.2
3,도봉구,분식,74.6,46.9,23.9
3,노원구,분식,57.6,52.7,30.2
3,은평구,분식,71,43,30.9
3,서대문구,분식,76.2,51.2,27
3,마포구,분식,60.5,36.2,26
3,양천구,분식,60.6,39.8,28.2
3,강서구,분식,67.7,35.4,35
3,구로구,분식,72.3,43.2,28
3,금천구,분식,65.4,59.3,25
3,영등포구,분식,68.9,46.7,32.2
3,동작구,분식,75.9,38,27.7
3,관악구,분식,65.8,42.2,23.5
3,서초구,분식,73,49.1,39.1
3,강남구,분식,60.1,42,25.4
3,송파구,분식,62.7,46.1,27.1
3,강동구,분식,67.7,54.7,30.8
4,종로구,분식,80.7,48.1,36.9
4,중구,분식,68.4,48.5,32.8
4,용산구,분식,77.8,36,36.3
4,성동구,분식,66.2,44.3,27.5
4,광진구,분식,70.3,53.3,28.2
4,동대문구,분식,66.7,41.3,24.7
4,중랑구,분식,76.7,32.5,29.1
4,성북구,분식,78.8,52.4,34
4,강북구,분식,72.4,42.4,36.2
4,도봉구,분식,74.6,38.6,22
4,노원구,분식,63.2,51.5,34.9
4,은평구,분식,69.8,37.3,30.7
4,서대문구,분식,76.5,50.6,21.7
4,마포구,분식,60.3,43.3,24.9
4,양천구,분식,57.8,41.4,30.2
4,강서구,분식,69.2,39.3,31
4,구로구,분식,77.8,41.8,27.2
4,금천구,분식,68.2,54.4,37.3
4,영등포구,분식,73.5,45.1,35.5
4,동작구,분식,76.3,42,26.1
4,관악구,분식,66.3,45.2,24.4
4,서초구,분식,69.4,54.2,37.8
4,강남구,분식,64.7,43.9,26.8
4,송파구,분식,61.9,40.3,30.1
4,강동구,분식,61.4,53,29.2
1,종로구,주점,81.1,44,28.8
1,중구,주점,84.2,52.3,28.8
1,용산구,주점,86.8,35.8,22.9
1,성동구,주점,82.1,41.8,29.2
1,광진구,주점,82.1,37.5,24.8
1,동대문구,주점,84.4,21.6,18.4
1,중랑구,주점,66,33.9,10.1
1,성북구,주점,77.1,44.2,19.6
1,강북구,주점,71.1,34.2,18.6
1,도봉구,주점,90.9,41.8,19.3
1,노원구,주점,80,39.4,24.1
1,은평구,주점,73.8,36,12.8
1,서대문구,주점,76.7,37.2,22.2
1,마포구,주점,78.9,38.4,24.1
1,양천구,주점,77.3,32.4,18.4
1,강서구,주점,71.4,40.9,19.1
1,구로구,주점,68.7,23.5,18.9
1,금천구,주점,62.5,36.8,20.9
1,영등포구,주점,74,45.3,19.6
1,동작구,주점,84,30.3,34.7
1,관악구,주점,85.7,34.2,24.5
1,서초구,주점,87.8,35.5,25.8
1,강남구,주점,86,36.8,22.5
1,송파구,주점,68.5,42.7,23.7
1,강동구,주점,72,22.3,27.7
2,종로구,주점,88,46.4,28
2,중구,주점,87.2,52.1,28.3
2,용산구,주점,84.2,40.7,26.6
2,성동구,주점,82.1,37.9,35.9
2,광진구,주점,87.5,41.6,21.1
2,동대문구,주점,80,27.8,17.9
2,중랑구,주점,64.4,35.3,16.2
2,성북구,주점,79.4,47.5,14.4
2,강북구,주점,71.1,32.8,22.7
2,도봉구,주점,84,44.4,20.7
2,노원구,주점,76.2,41.9,28.7
2,은평구,주점,82.9,37.6,17.8
2,서대문구,주점,79.2,38.8,21.6
2,마포구,주점,81.9,33.5,23.2
2,양천구,주점,79.1,36.8,17.9
2,강서구,주점,78.1,42.6,20.5
2,구로구,주점,73.8,24.3,20.3
2,금천구,주점,72.4,43.1,17.3
2,영등포구,주점,67.1,44.2,24.2
2,동작구,주점,90.5,43.9,18.2
2,관악구,주점,94.4,37.3,20.5
2,서초구,주점,85.7,38.4,19.4
2,강남구,주점,87.3,37.2,20.9
2,송파구,주점,67.2,47.7,20.4
2,강동구,주점,70.8,28.7,28.2
3,종로구,주점,91.4,51.2,29.5
3,중구,주점,80,52.1,29.4
3,용산구,주점,84.4,46.3,25
3,성동구,주점,63.6,43.9,31.7
3,광진구,주점,79.5,40.2,20.1
3,동대문구,주점,84,32.4,18.1
3,중랑구,주점,64.1,34.9,19.2
3,성북구,주점,70.8,46.6,18.1
3,강북구,주점,70.6,32.4,18.1
3,도봉구,주점,81.5,47.7,23.8
3,노원구,주점,79.2,50,18.2
3,은평구,주점,85.7,41.8,17.5
3,서대문구,주점,82.1,38.4,25.7
3,마포구,주점,81.3,38.2,23.1
3,양천구,주점,73,43.1,19.6
3,강서구,주점,80.7,38.5,20.3
3,구로구,주점,76.8,35.8,21.3
3,금천구,주점,62.5,44,18.6
3,영등포구,주점,72.9,44.8,20.7
3,동작구,주점,100,41.2,16
3,관악구,주점,83.7,36.2,16.9
3,서초구,주점,86.2,46.8,22.7
3,강남구,주점,80.4,36.5,18.3
3,송파구,주점,54.5,49,20.6
3,강동구,주점,62.5,31.1,19.9
4,종로구,주점,84.8,47.1,32.2
4,중구,주점,84.2,53.1,31.7
4,용산구,주점,88.2,50.6,21.9
4,성동구,주점,82.6,42.9,26.2
4,광진구,주점,84.4,43.5,22.9
4,동대문구,주점,80.8,38,18.3
4,중랑구,주점,69.2,34.7,19.8
4,성북구,주점,68.4,48.3,17.8
4,강북구,주점,66.7,31.1,19.3
4,도봉구,주점,76.9,41,19.7
4,노원구,주점,76.9,40.4,20.7
4,은평구,주점,84,48.4,14.6
4,서대문구,주점,90,40.3,17.9
4,마포구,주점,82.9,40,22.3
4,양천구,주점,60.6,46.4,23.1
4,강서구,주점,74.1,35.3,20.1
4,구로구,주점,70.4,34.9,19.8
4,금천구,주점,62.5,49.2,16.7
4,영등포구,주점,67.6,42.5,21.3
4,동작구,주점,94.4,47.1,20.5
4,관악구,주점,87.5,38.7,17.9
4,서초구,주점,75.7,53.9,23.4
4,강남구,주점,71.7,36.1,20.4
4,송파구,주점,67.4,43.9,20.6
4,강동구,주점,65.8,31.3,14.7
1,종로구,커피,81,58.6,45.3
1,중구,커피,86.3,50,34.1
1,용산구,커피,81.1,52.8,36.2
1,성동구,커피,77.4,50.3,31.8
1,광진구,커피,81.1,44.1,33.3
1,동대문구,커피,82.1,51.6,27.6
1,중랑구,커피,75.9,46.7,26.6
1,성북구,커피,84.6,51.4,28.7
1,강북구,커피,78,45.2,23.7
1,도봉구,커피,88.2,40,29.3
1,노원구,커피,86,48.7,31.4
1,은평구,커피,79.5,41.7,34.1
1,서대문구,커피,80.8,46.2,30.2
1,마포구,커피,80.8,48.7,32.9
1,양천구,커피,85.6,47.8,27.6
1,강서구,커피,75.4,51.1,33.2
1,구로구,커피,80.4,52.4,34.1
1,금천구,커피,79.4,46.4,25.2
1,영등포구,커피,83.1,53.3,36.6
1,동작구,커피,77.6,46.4,27.5
1,관악구,커피,76.1,43.6,25.4
1,서초구,커피,81.8,51.7,31.6
1,강남구,커피,75.9,51.3,33.1
1,송파구,커피,74.2,46.7,29.9
1,강동구,커피,81.5,48.7,28.3
2,종로구,커피,79.1,60.2,36.6
2,중구,커피,84.7,49.5,42.9
2,용산구,커피,84.8,56.8,35
2,성동구,커피,82.6,50,37
2,광진구,커피,79.6,50.3,33.3
2,동대문구,커피,82,55.4,39.5
2,중랑구,커피,75.8,53,27.9
2,성북구,커피,89.3,60,32.8
2,강북구,커피,80.4,47.5,19.1
2,도봉구,커피,87,41.8,32.9
2,노원구,커피,88.3,53.9,33.3
2,은평구,커피,80.5,48,33.1
2,서대문구,커피,83.5,47.2,32
2,마포구,커피,81.2,48.1,31.3
2,양천구,커피,87.8,48.2,32.7
2,강서구,커피,77,52.5,32.9
2,구로구,커피,83.1,52.4,35.9
2,금천구,커피,78.9,42.9,28.1
2,영등포구,커피,80,54.9,39.8
2,동작구,커피,79,51.7,34
2,관악구,커피,79.4,44.8,33.3
2,서초구,커피,80.8,50.8,31.6
2,강남구,커피,77.6,52.6,33
2,송파구,커피,75.3,47.7,31.3
2,강동구,커피,81.7,52.3,30.2
3,종로구,커피,80,57.1,35.5
3,중구,커피,84.9,52.6,41.1
3,용산구,커피,82.9,58.4,35.1
3,성동구,커피,83,50.3,39
3,광진구,커피,76.4,56.5,32.6
3,동대문구,커피,80,56.3,41.9
3,중랑구,커피,77.9,53.2,29.8
3,성북구,커피,86.5,62.3,34.6
3,강북구,커피,83.8,50,22.2
3,도봉구,커피,77.2,45.1,27.3
3,노원구,커피,84.9,53,29.5
3,은평구,커피,73.2,51.1,32.8
3,서대문구,커피,79.7,49.6,33.3
3,마포구,커피,78.5,47.5,31.5
3,양천구,커피,83.2,52.9,34.4
3,강서구,커피,76.4,50.7,32
3,구로구,커피,82.7,58,36
3,금천구,커피,81.8,48.1,29.9
3,영등포구,커피,78.2,49.3,39.6
3,동작구,커피,76.9,50,35.3
3,관악구,커피,79.6,49.7,30.9
3,서초구,커피,81,47.8,35.4
3,강남구,커피,78.5,51.1,32.5
3,송파구,커피,74.9,51.4,31.5
3,강동구,커피,83.8,54.5,28.2
4,종로구,커피,80.2,54.9,35.6
4,중구,커피,82.8,50.2,38.3
4,용산구,커피,79.6,56.5,40.4
4,성동구,커피,83.7,52.7,38.6
4,광진구,커피,74.2,58.8,31.2
4,동대문구,커피,78,53.8,38
4,중랑구,커피,79.5,49.6,33
4,성북구,커피,81.8,62.9,34.2
4,강북구,커피,80.6,55,24.8
4,도봉구,커피,79,44.4,34.2
4,노원구,커피,83.1,53,23.4
4,은평구,커피,77.4,51.8,28.7
4,서대문구,커피,75.4,55.6,29.3
4,마포구,커피,78.1,46.9,28.9
4,양천구,커피,79.7,56,34.5
4,강서구,커피,76,49.6,30.5
4,구로구,커피,82.4,57.1,36.2
4,금천구,커피,79.7,45.5,33.3
4,영등포구,커피,78.8,49.8,37.5
4,동작구,커피,78.9,50.3,31.5
4,관악구,커피,79,57.5,32.2
4,서초구,커피,75.9,48.8,38.3
4,강남구,커피,79.6,49.8,30.7
4,송파구,커피,75.7,52.1,35.2
4,강동구,커피,80.1,54.4,33.8
